M,N,K,TILE_M,TILE_N,TILE_K,STAGES,dtype,time_ms,TFLOPS
64,16,131072,64,16,256,3,FP8_E4M3,0.124418,2.15754
64,16,131072,64,16,256,4,FP8_E4M3,0.095752,2.80344
64,16,131072,64,16,256,5,FP8_E4M3,0.0951776,2.82036
64,16,131072,64,16,256,6,FP8_E4M3,0.0951712,2.82055
64,16,131072,64,16,256,7,FP8_E4M3,0.0956336,2.80692
64,16,131072,64,16,256,8,FP8_E4M3,0.0955008,2.81082
64,16,131072,64,16,512,0,FP8_E4M3,0.0931584,2.88149
64,16,131072,64,16,512,2,FP8_E4M3,0.137781,1.94828
64,16,131072,64,16,512,3,FP8_E4M3,0.0946032,2.83749
64,16,131072,64,16,512,4,FP8_E4M3,0.0929056,2.88934
64,16,131072,64,16,512,5,FP8_E4M3,0.09344,2.87281
# BUILD_FAILED: 64,16,512,6,1
# BUILD_FAILED: 64,16,512,7,1
# BUILD_FAILED: 64,16,512,8,1
64,32,131072,64,32,32,0,FP8_E4M3,0.387662,1.38489
64,32,131072,64,32,32,2,FP8_E4M3,1.0209,0.52588
64,32,131072,64,32,32,3,FP8_E4M3,0.684419,0.784418
64,32,131072,64,32,32,4,FP8_E4M3,0.515395,1.04167
64,32,131072,64,32,32,5,FP8_E4M3,0.417102,1.28714
64,32,131072,64,32,32,6,FP8_E4M3,0.384349,1.39683
64,32,131072,64,32,32,7,FP8_E4M3,0.387667,1.38488
64,32,131072,64,32,32,8,FP8_E4M3,0.390558,1.37462
64,32,131072,64,32,64,0,FP8_E4M3,0.197109,2.72373
64,32,131072,64,32,64,2,FP8_E4M3,0.537899,0.998088
64,32,131072,64,32,64,3,FP8_E4M3,0.362114,1.4826
64,32,131072,64,32,64,4,FP8_E4M3,0.273422,1.96352
64,32,131072,64,32,64,5,FP8_E4M3,0.221662,2.42202
64,32,131072,64,32,64,6,FP8_E4M3,0.195952,2.73981
64,32,131072,64,32,64,7,FP8_E4M3,0.197125,2.72351
64,32,131072,64,32,64,8,FP8_E4M3,0.199144,2.69589
64,32,131072,64,32,128,0,FP8_E4M3,0.102803,5.22232
64,32,131072,64,32,128,2,FP8_E4M3,0.299235,1.79414
64,32,131072,64,32,128,3,FP8_E4M3,0.202123,2.65616
64,32,131072,64,32,128,4,FP8_E4M3,0.153267,3.50284
64,32,131072,64,32,128,5,FP8_E4M3,0.124461,4.31357
64,32,131072,64,32,128,6,FP8_E4M3,0.105283,5.0993
64,32,131072,64,32,128,7,FP8_E4M3,0.102736,5.22573
64,32,131072,64,32,128,8,FP8_E4M3,0.103182,5.20312
64,32,131072,64,32,256,0,FP8_E4M3,0.0980432,5.47586
64,32,131072,64,32,256,2,FP8_E4M3,0.192949,2.78245
64,32,131072,64,32,256,3,FP8_E4M3,0.131549,4.08115
64,32,131072,64,32,256,4,FP8_E4M3,0.10088,5.32188
64,32,131072,64,32,256,5,FP8_E4M3,0.097816,5.48858
64,32,131072,64,32,256,6,FP8_E4M3,0.0977296,5.49343
64,32,131072,64,32,256,7,FP8_E4M3,0.0977792,5.49065
64,32,131072,64,32,256,8,FP8_E4M3,0.0978576,5.48625
64,32,131072,64,32,512,0,FP8_E4M3,0.0956416,5.61336
64,32,131072,64,32,512,2,FP8_E4M3,0.146725,3.65903
64,32,131072,64,32,512,3,FP8_E4M3,0.100725,5.33008
64,32,131072,64,32,512,4,FP8_E4M3,0.095648,5.61299
# BUILD_FAILED: 64,32,512,5,1
# BUILD_FAILED: 64,32,512,6,1
# BUILD_FAILED: 64,32,512,7,1
# BUILD_FAILED: 64,32,512,8,1
64,64,131072,64,64,32,0,FP8_E4M3,0.41067,2.61461
64,64,131072,64,64,32,2,FP8_E4M3,1.08736,0.987473
64,64,131072,64,64,32,3,FP8_E4M3,0.725416,1.48017
64,64,131072,64,64,32,4,FP8_E4M3,0.548267,1.95843
64,64,131072,64,64,32,5,FP8_E4M3,0.44032,2.43855
64,64,131072,64,64,32,6,FP8_E4M3,0.410235,2.61738
64,64,131072,64,64,32,7,FP8_E4M3,0.410005,2.61885
64,64,131072,64,64,32,8,FP8_E4M3,0.40991,2.61946
64,64,131072,64,64,64,0,FP8_E4M3,0.209251,5.13135
64,64,131072,64,64,64,2,FP8_E4M3,0.579147,1.854
64,64,131072,64,64,64,3,FP8_E4M3,0.38869,2.76247
64,64,131072,64,64,64,4,FP8_E4M3,0.29325,3.66153
64,64,131072,64,64,64,5,FP8_E4M3,0.236622,4.53779
64,64,131072,64,64,64,6,FP8_E4M3,0.208738,5.14398
64,64,131072,64,64,64,7,FP8_E4M3,0.20893,5.13925
64,64,131072,64,64,64,8,FP8_E4M3,0.208738,5.14398
64,64,131072,64,64,128,0,FP8_E4M3,0.110966,9.67628
64,64,131072,64,64,128,2,FP8_E4M3,0.331832,3.2358
64,64,131072,64,64,128,3,FP8_E4M3,0.221669,4.8439
64,64,131072,64,64,128,4,FP8_E4M3,0.16968,6.32804
64,64,131072,64,64,128,5,FP8_E4M3,0.13699,7.83808
64,64,131072,64,64,128,6,FP8_E4M3,0.116274,9.23461
64,64,131072,64,64,128,7,FP8_E4M3,0.111002,9.67321
64,64,131072,64,64,128,8,FP8_E4M3,0.111002,9.67321
64,64,131072,64,64,256,0,FP8_E4M3,0.111032,9.67056
64,64,131072,64,64,256,2,FP8_E4M3,0.225173,4.76852
64,64,131072,64,64,256,3,FP8_E4M3,0.152011,7.06357
64,64,131072,64,64,256,4,FP8_E4M3,0.117352,9.14975
64,64,131072,64,64,256,5,FP8_E4M3,0.111154,9.65998
64,64,131072,64,64,256,6,FP8_E4M3,0.11109,9.66555
64,64,131072,64,64,256,7,FP8_E4M3,0.111102,9.66443
# BUILD_FAILED: 64,64,256,8,1
64,64,131072,64,64,512,0,FP8_E4M3,0.118491,9.06179
64,64,131072,64,64,512,2,FP8_E4M3,0.173389,6.19268
64,64,131072,64,64,512,3,FP8_E4M3,0.119066,9.01807
# BUILD_FAILED: 64,64,512,4,1
# BUILD_FAILED: 64,64,512,5,1
# BUILD_FAILED: 64,64,512,6,1
# BUILD_FAILED: 64,64,512,7,1
# BUILD_FAILED: 64,64,512,8,1
64,128,131072,64,128,32,0,FP8_E4M3,0.611805,3.51008
64,128,131072,64,128,32,2,FP8_E4M3,1.24598,1.72354
64,128,131072,64,128,32,3,FP8_E4M3,0.834483,2.57343
64,128,131072,64,128,32,4,FP8_E4M3,0.630586,3.40554
64,128,131072,64,128,32,5,FP8_E4M3,0.611645,3.511
64,128,131072,64,128,32,6,FP8_E4M3,0.61184,3.50988
64,128,131072,64,128,32,7,FP8_E4M3,0.611878,3.50966
64,128,131072,64,128,32,8,FP8_E4M3,0.611808,3.51006
64,128,131072,64,128,64,0,FP8_E4M3,0.31059,6.9142
64,128,131072,64,128,64,2,FP8_E4M3,0.681325,3.15192
64,128,131072,64,128,64,3,FP8_E4M3,0.457483,4.69413
64,128,131072,64,128,64,4,FP8_E4M3,0.345376,6.21781
64,128,131072,64,128,64,5,FP8_E4M3,0.309851,6.93069
64,128,131072,64,128,64,6,FP8_E4M3,0.309872,6.93023
64,128,131072,64,128,64,7,FP8_E4M3,0.309973,6.92797
64,128,131072,64,128,64,8,FP8_E4M3,0.309933,6.92887
64,128,131072,64,128,128,0,FP8_E4M3,0.209746,10.2385
64,128,131072,64,128,128,2,FP8_E4M3,0.401677,5.3463
64,128,131072,64,128,128,3,FP8_E4M3,0.270765,7.93118
64,128,131072,64,128,128,4,FP8_E4M3,0.20969,10.2413
64,128,131072,64,128,128,5,FP8_E4M3,0.209717,10.2399
64,128,131072,64,128,128,6,FP8_E4M3,0.209571,10.247
64,128,131072,64,128,128,7,FP8_E4M3,0.209901,10.2309
64,128,131072,64,128,128,8,FP8_E4M3,0.209946,10.2288
64,128,131072,64,128,256,0,FP8_E4M3,0.210227,10.2151
64,128,131072,64,128,256,2,FP8_E4M3,0.296685,7.23827
64,128,131072,64,128,256,3,FP8_E4M3,0.210309,10.2111
64,128,131072,64,128,256,4,FP8_E4M3,0.21041,10.2062
# BUILD_FAILED: 64,128,256,5,1
# BUILD_FAILED: 64,128,256,6,1
# BUILD_FAILED: 64,128,256,7,1
# BUILD_FAILED: 64,128,256,8,1
64,128,131072,64,128,512,0,FP8_E4M3,0.24997,8.59098
64,128,131072,64,128,512,2,FP8_E4M3,0.250022,8.58916
# BUILD_FAILED: 64,128,512,3,1
# BUILD_FAILED: 64,128,512,4,1
# BUILD_FAILED: 64,128,512,5,1
# BUILD_FAILED: 64,128,512,6,1
# BUILD_FAILED: 64,128,512,7,1
# BUILD_FAILED: 64,128,512,8,1
64,192,131072,64,192,32,0,FP8_E4M3,0.81372,3.95864
64,192,131072,64,192,32,2,FP8_E4M3,1.39643,2.30675
64,192,131072,64,192,32,3,FP8_E4M3,0.935949,3.44167
64,192,131072,64,192,32,4,FP8_E4M3,0.813651,3.95898
64,192,131072,64,192,32,5,FP8_E4M3,0.813635,3.95905
64,192,131072,64,192,32,6,FP8_E4M3,0.813672,3.95887
64,192,131072,64,192,32,7,FP8_E4M3,0.81364,3.95903
64,192,131072,64,192,32,8,FP8_E4M3,0.813571,3.95937
64,192,131072,64,192,64,0,FP8_E4M3,0.412192,7.81487
64,192,131072,64,192,64,2,FP8_E4M3,0.781717,4.12071
64,192,131072,64,192,64,3,FP8_E4M3,0.525528,6.1295
64,192,131072,64,192,64,4,FP8_E4M3,0.412219,7.81435
64,192,131072,64,192,64,5,FP8_E4M3,0.412117,7.81629
64,192,131072,64,192,64,6,FP8_E4M3,0.41213,7.81605
64,192,131072,64,192,64,7,FP8_E4M3,0.412141,7.81584
64,192,131072,64,192,64,8,FP8_E4M3,0.412067,7.81723
64,192,131072,64,192,128,0,FP8_E4M3,0.31163,10.3367
64,192,131072,64,192,128,2,FP8_E4M3,0.477549,6.74533
64,192,131072,64,192,128,3,FP8_E4M3,0.32113,10.0309
64,192,131072,64,192,128,4,FP8_E4M3,0.311578,10.3384
64,192,131072,64,192,128,5,FP8_E4M3,0.311702,10.3343
64,192,131072,64,192,128,6,FP8_E4M3,0.311638,10.3364
64,192,131072,64,192,128,7,FP8_E4M3,0.311752,10.3327
# BUILD_FAILED: 64,192,128,8,1
64,192,131072,64,192,256,0,FP8_E4M3,0.311674,10.3353
64,192,131072,64,192,256,2,FP8_E4M3,0.371094,8.68034
64,192,131072,64,192,256,3,FP8_E4M3,0.311816,10.3305
# BUILD_FAILED: 64,192,256,4,1
# BUILD_FAILED: 64,192,256,5,1
# BUILD_FAILED: 64,192,256,6,1
# BUILD_FAILED: 64,192,256,7,1
# BUILD_FAILED: 64,192,256,8,1
# BUILD_FAILED: 64,192,512,0,1
# BUILD_FAILED: 64,192,512,2,1
# BUILD_FAILED: 64,192,512,3,1
# BUILD_FAILED: 64,192,512,4,1
# BUILD_FAILED: 64,192,512,5,1
# BUILD_FAILED: 64,192,512,6,1
# BUILD_FAILED: 64,192,512,7,1
# BUILD_FAILED: 64,192,512,8,1
64,256,131072,64,256,32,0,FP8_E4M3,1.01588,4.22781
64,256,131072,64,256,32,2,FP8_E4M3,1.53664,2.79504
64,256,131072,64,256,32,3,FP8_E4M3,1.03031,4.16861
64,256,131072,64,256,32,4,FP8_E4M3,1.0154,4.22983
64,256,131072,64,256,32,5,FP8_E4M3,1.01557,4.22912
64,256,131072,64,256,32,6,FP8_E4M3,1.0156,4.229
64,256,131072,64,256,32,7,FP8_E4M3,1.01554,4.22924
64,256,131072,64,256,32,8,FP8_E4M3,1.01539,4.22986
64,256,131072,64,256,64,0,FP8_E4M3,0.513427,8.36529
64,256,131072,64,256,64,2,FP8_E4M3,0.878051,4.89148
64,256,131072,64,256,64,3,FP8_E4M3,0.591302,7.26357
64,256,131072,64,256,64,4,FP8_E4M3,0.513502,8.36406
64,256,131072,64,256,64,5,FP8_E4M3,0.51369,8.36102
64,256,131072,64,256,64,6,FP8_E4M3,0.513525,8.3637
64,256,131072,64,256,64,7,FP8_E4M3,0.51345,8.36492
64,256,131072,64,256,64,8,FP8_E4M3,0.513568,8.363
64,256,131072,64,256,128,0,FP8_E4M3,0.413098,10.397
64,256,131072,64,256,128,2,FP8_E4M3,0.55208,7.77961
64,256,131072,64,256,128,3,FP8_E4M3,0.413126,10.3963
64,256,131072,64,256,128,4,FP8_E4M3,0.413125,10.3963
64,256,131072,64,256,128,5,FP8_E4M3,0.413112,10.3966
# BUILD_FAILED: 64,256,128,6,1
# BUILD_FAILED: 64,256,128,7,1
# BUILD_FAILED: 64,256,128,8,1
64,256,131072,64,256,256,0,FP8_E4M3,0.450192,9.5403
64,256,131072,64,256,256,2,FP8_E4M3,0.450096,9.54234
# BUILD_FAILED: 64,256,256,3,1
# BUILD_FAILED: 64,256,256,4,1
# BUILD_FAILED: 64,256,256,5,1
# BUILD_FAILED: 64,256,256,6,1
# BUILD_FAILED: 64,256,256,7,1
# BUILD_FAILED: 64,256,256,8,1
# BUILD_FAILED: 64,256,512,0,1
# BUILD_FAILED: 64,256,512,2,1
# BUILD_FAILED: 64,256,512,3,1
# BUILD_FAILED: 64,256,512,4,1
# BUILD_FAILED: 64,256,512,5,1
# BUILD_FAILED: 64,256,512,6,1
# BUILD_FAILED: 64,256,512,7,1
# BUILD_FAILED: 64,256,512,8,1
128,16,131072,128,16,32,0,FP8_E4M3,0.460795,1.1651
128,16,131072,128,16,32,2,FP8_E4M3,1.09942,0.488322
128,16,131072,128,16,32,3,FP8_E4M3,0.73676,0.728692
128,16,131072,128,16,32,4,FP8_E4M3,0.55325,0.970395
128,16,131072,128,16,32,5,FP8_E4M3,0.459144,1.16929
128,16,131072,128,16,32,6,FP8_E4M3,0.459259,1.16899
128,16,131072,128,16,32,7,FP8_E4M3,0.459246,1.16903
128,16,131072,128,16,32,8,FP8_E4M3,0.459158,1.16925
128,16,131072,128,16,64,0,FP8_E4M3,0.23367,2.29756
128,16,131072,128,16,64,2,FP8_E4M3,0.588616,0.91209
128,16,131072,128,16,64,3,FP8_E4M3,0.39581,1.35639
128,16,131072,128,16,64,4,FP8_E4M3,0.298618,1.79785
128,16,131072,128,16,64,5,FP8_E4M3,0.241062,2.2271
128,16,131072,128,16,64,6,FP8_E4M3,0.233896,2.29534
128,16,131072,128,16,64,7,FP8_E4M3,0.233827,2.29602
128,16,131072,128,16,64,8,FP8_E4M3,0.233718,2.29708
128,16,131072,128,16,128,0,FP8_E4M3,0.130026,4.12896
128,16,131072,128,16,128,2,FP8_E4M3,0.337763,1.58949
128,16,131072,128,16,128,3,FP8_E4M3,0.228035,2.35433
128,16,131072,128,16,128,4,FP8_E4M3,0.172787,3.10712
128,16,131072,128,16,128,5,FP8_E4M3,0.14085,3.81166
128,16,131072,128,16,128,6,FP8_E4M3,0.129906,4.13278
128,16,131072,128,16,128,7,FP8_E4M3,0.12999,4.13008
128,16,131072,128,16,128,8,FP8_E4M3,0.129954,4.13125
128,16,131072,128,16,256,0,FP8_E4M3,0.132677,4.04646
128,16,131072,128,16,256,2,FP8_E4M3,0.235147,2.28313
128,16,131072,128,16,256,3,FP8_E4M3,0.159227,3.37173
128,16,131072,128,16,256,4,FP8_E4M3,0.13263,4.04787
128,16,131072,128,16,256,5,FP8_E4M3,0.132762,4.04387
128,16,131072,128,16,256,6,FP8_E4M3,0.132443,4.05359
# BUILD_FAILED: 128,16,256,7,1
# BUILD_FAILED: 128,16,256,8,1
128,16,131072,128,16,512,0,FP8_E4M3,0.137688,3.89918
128,16,131072,128,16,512,2,FP8_E4M3,0.188816,2.84336
128,16,131072,128,16,512,3,FP8_E4M3,0.137685,3.89928
# BUILD_FAILED: 128,16,512,4,1
# BUILD_FAILED: 128,16,512,5,1
# BUILD_FAILED: 128,16,512,6,1
# BUILD_FAILED: 128,16,512,7,1
# BUILD_FAILED: 128,16,512,8,1
128,32,131072,128,32,32,0,FP8_E4M3,0.510517,2.10324
128,32,131072,128,32,32,2,FP8_E4M3,1.13504,0.945996
128,32,131072,128,32,32,3,FP8_E4M3,0.759904,1.413
128,32,131072,128,32,32,4,FP8_E4M3,0.571499,1.87882
128,32,131072,128,32,32,5,FP8_E4M3,0.510498,2.10332
128,32,131072,128,32,32,6,FP8_E4M3,0.510478,2.1034
128,32,131072,128,32,32,7,FP8_E4M3,0.510485,2.10338
128,32,131072,128,32,32,8,FP8_E4M3,0.510525,2.10321
128,32,131072,128,32,64,0,FP8_E4M3,0.258979,4.14605
128,32,131072,128,32,64,2,FP8_E4M3,0.608091,1.76576
128,32,131072,128,32,64,3,FP8_E4M3,0.409082,2.62476
128,32,131072,128,32,64,4,FP8_E4M3,0.307682,3.48978
128,32,131072,128,32,64,5,FP8_E4M3,0.259005,4.14564
128,32,131072,128,32,64,6,FP8_E4M3,0.258904,4.14726
128,32,131072,128,32,64,7,FP8_E4M3,0.258864,4.1479
128,32,131072,128,32,64,8,FP8_E4M3,0.258707,4.15041
128,32,131072,128,32,128,0,FP8_E4M3,0.136731,7.85294
128,32,131072,128,32,128,2,FP8_E4M3,0.3534,3.03832
128,32,131072,128,32,128,3,FP8_E4M3,0.236952,4.53147
128,32,131072,128,32,128,4,FP8_E4M3,0.180846,5.93731
128,32,131072,128,32,128,5,FP8_E4M3,0.146933,7.30771
128,32,131072,128,32,128,6,FP8_E4M3,0.13667,7.85643
128,32,131072,128,32,128,7,FP8_E4M3,0.136549,7.86343
128,32,131072,128,32,128,8,FP8_E4M3,0.136661,7.85698
128,32,131072,128,32,256,0,FP8_E4M3,0.136827,7.84743
128,32,131072,128,32,256,2,FP8_E4M3,0.249325,4.3066
128,32,131072,128,32,256,3,FP8_E4M3,0.16749,6.4108
128,32,131072,128,32,256,4,FP8_E4M3,0.136675,7.85616
128,32,131072,128,32,256,5,FP8_E4M3,0.136816,7.84807
# BUILD_FAILED: 128,32,256,6,1
# BUILD_FAILED: 128,32,256,7,1
# BUILD_FAILED: 128,32,256,8,1
128,32,131072,128,32,512,0,FP8_E4M3,0.198789,5.40142
128,32,131072,128,32,512,2,FP8_E4M3,0.198917,5.39794
# BUILD_FAILED: 128,32,512,3,1
# BUILD_FAILED: 128,32,512,4,1
# BUILD_FAILED: 128,32,512,5,1
# BUILD_FAILED: 128,32,512,6,1
# BUILD_FAILED: 128,32,512,7,1
# BUILD_FAILED: 128,32,512,8,1
128,64,131072,128,64,32,0,FP8_E4M3,0.611928,3.50937
128,64,131072,128,64,32,2,FP8_E4M3,1.22094,1.75888
128,64,131072,128,64,32,3,FP8_E4M3,0.816291,2.63078
128,64,131072,128,64,32,4,FP8_E4M3,0.616906,3.48106
128,64,131072,128,64,32,5,FP8_E4M3,0.611514,3.51175
128,64,131072,128,64,32,6,FP8_E4M3,0.611685,3.51077
128,64,131072,128,64,32,7,FP8_E4M3,0.611646,3.51099
128,64,131072,128,64,32,8,FP8_E4M3,0.611699,3.51069
128,64,131072,128,64,64,0,FP8_E4M3,0.309981,6.9278
128,64,131072,128,64,64,2,FP8_E4M3,0.656032,3.27344
128,64,131072,128,64,64,3,FP8_E4M3,0.440718,4.87269
128,64,131072,128,64,64,4,FP8_E4M3,0.334085,6.42796
128,64,131072,128,64,64,5,FP8_E4M3,0.309675,6.93463
128,64,131072,128,64,64,6,FP8_E4M3,0.309754,6.93288
128,64,131072,128,64,64,7,FP8_E4M3,0.309739,6.9332
128,64,131072,128,64,64,8,FP8_E4M3,0.309661,6.93495
128,64,131072,128,64,128,0,FP8_E4M3,0.163462,13.1375
128,64,131072,128,64,128,2,FP8_E4M3,0.385701,5.56774
128,64,131072,128,64,128,3,FP8_E4M3,0.258653,8.30257
128,64,131072,128,64,128,4,FP8_E4M3,0.197163,10.8919
128,64,131072,128,64,128,5,FP8_E4M3,0.163363,13.1455
128,64,131072,128,64,128,6,FP8_E4M3,0.163382,13.1439
128,64,131072,128,64,128,7,FP8_E4M3,0.163192,13.1592
128,64,131072,128,64,128,8,FP8_E4M3,0.163275,13.1525
128,64,131072,128,64,256,0,FP8_E4M3,0.163365,13.1453
128,64,131072,128,64,256,2,FP8_E4M3,0.278005,7.72463
128,64,131072,128,64,256,3,FP8_E4M3,0.186744,11.4996
128,64,131072,128,64,256,4,FP8_E4M3,0.163349,13.1466
# BUILD_FAILED: 128,64,256,5,1
# BUILD_FAILED: 128,64,256,6,1
# BUILD_FAILED: 128,64,256,7,1
# BUILD_FAILED: 128,64,256,8,1
128,64,131072,128,64,512,0,FP8_E4M3,0.227979,9.41965
128,64,131072,128,64,512,2,FP8_E4M3,0.228238,9.40895
# BUILD_FAILED: 128,64,512,3,1
# BUILD_FAILED: 128,64,512,4,1
# BUILD_FAILED: 128,64,512,5,1
# BUILD_FAILED: 128,64,512,6,1
# BUILD_FAILED: 128,64,512,7,1
# BUILD_FAILED: 128,64,512,8,1
128,128,131072,128,128,32,0,FP8_E4M3,0.814475,5.27329
128,128,131072,128,128,32,2,FP8_E4M3,1.36159,3.15438
128,128,131072,128,128,32,3,FP8_E4M3,0.909947,4.72002
128,128,131072,128,128,32,4,FP8_E4M3,0.814432,5.27357
128,128,131072,128,128,32,5,FP8_E4M3,0.814469,5.27334
128,128,131072,128,128,32,6,FP8_E4M3,0.814378,5.27393
128,128,131072,128,128,32,7,FP8_E4M3,0.814342,5.27415
128,128,131072,128,128,32,8,FP8_E4M3,0.814262,5.27467
128,128,131072,128,128,64,0,FP8_E4M3,0.412366,10.4154
128,128,131072,128,128,64,2,FP8_E4M3,0.742589,5.78378
128,128,131072,128,128,64,3,FP8_E4M3,0.496899,8.64354
128,128,131072,128,128,64,4,FP8_E4M3,0.412098,10.4222
128,128,131072,128,128,64,5,FP8_E4M3,0.41229,10.4174
128,128,131072,128,128,64,6,FP8_E4M3,0.412195,10.4197
128,128,131072,128,128,64,7,FP8_E4M3,0.412216,10.4192
128,128,131072,128,128,64,8,FP8_E4M3,0.412261,10.4181
128,128,131072,128,128,128,0,FP8_E4M3,0.216614,19.8277
128,128,131072,128,128,128,2,FP8_E4M3,0.443734,9.67914
128,128,131072,128,128,128,3,FP8_E4M3,0.297147,14.454
128,128,131072,128,128,128,4,FP8_E4M3,0.226824,18.9352
128,128,131072,128,128,128,5,FP8_E4M3,0.216637,19.8257
128,128,131072,128,128,128,6,FP8_E4M3,0.216562,19.8325
128,128,131072,128,128,128,7,FP8_E4M3,0.216763,19.8141
# BUILD_FAILED: 128,128,128,8,1
128,128,131072,128,128,256,0,FP8_E4M3,0.225981,19.0059
128,128,131072,128,128,256,2,FP8_E4M3,0.33391,12.8626
128,128,131072,128,128,256,3,FP8_E4M3,0.22573,19.027
# BUILD_FAILED: 128,128,256,4,1
# BUILD_FAILED: 128,128,256,5,1
# BUILD_FAILED: 128,128,256,6,1
# BUILD_FAILED: 128,128,256,7,1
# BUILD_FAILED: 128,128,256,8,1
# BUILD_FAILED: 128,128,512,0,1
# BUILD_FAILED: 128,128,512,2,1
# BUILD_FAILED: 128,128,512,3,1
# BUILD_FAILED: 128,128,512,4,1
# BUILD_FAILED: 128,128,512,5,1
# BUILD_FAILED: 128,128,512,6,1
# BUILD_FAILED: 128,128,512,7,1
# BUILD_FAILED: 128,128,512,8,1
128,192,131072,128,192,32,0,FP8_E4M3,1.01676,6.33624
128,192,131072,128,192,32,2,FP8_E4M3,1.5252,4.22399
128,192,131072,128,192,32,3,FP8_E4M3,1.02045,6.31335
128,192,131072,128,192,32,4,FP8_E4M3,1.01661,6.3372
128,192,131072,128,192,32,5,FP8_E4M3,1.0168,6.33602
128,192,131072,128,192,32,6,FP8_E4M3,1.01661,6.33716
128,192,131072,128,192,32,7,FP8_E4M3,1.01665,6.33692
128,192,131072,128,192,32,8,FP8_E4M3,1.0166,6.33725
128,192,131072,128,192,64,0,FP8_E4M3,0.514438,12.5233
128,192,131072,128,192,64,2,FP8_E4M3,0.848552,7.59229
128,192,131072,128,192,64,3,FP8_E4M3,0.568878,11.3248
128,192,131072,128,192,64,4,FP8_E4M3,0.514522,12.5212
128,192,131072,128,192,64,5,FP8_E4M3,0.514517,12.5214
128,192,131072,128,192,64,6,FP8_E4M3,0.514613,12.519
128,192,131072,128,192,64,7,FP8_E4M3,0.514531,12.521
128,192,131072,128,192,64,8,FP8_E4M3,0.51456,12.5203
128,192,131072,128,192,128,0,FP8_E4M3,0.313696,20.5372
128,192,131072,128,192,128,2,FP8_E4M3,0.511093,12.6052
128,192,131072,128,192,128,3,FP8_E4M3,0.345923,18.6239
128,192,131072,128,192,128,4,FP8_E4M3,0.313693,20.5375
128,192,131072,128,192,128,5,FP8_E4M3,0.313826,20.5288
# BUILD_FAILED: 128,192,128,6,1
# BUILD_FAILED: 128,192,128,7,1
# BUILD_FAILED: 128,192,128,8,1
128,192,131072,128,192,256,0,FP8_E4M3,0.401674,16.039
128,192,131072,128,192,256,2,FP8_E4M3,0.401384,16.0506
# BUILD_FAILED: 128,192,256,3,1
# BUILD_FAILED: 128,192,256,4,1
# BUILD_FAILED: 128,192,256,5,1
# BUILD_FAILED: 128,192,256,6,1
# BUILD_FAILED: 128,192,256,7,1
# BUILD_FAILED: 128,192,256,8,1
# BUILD_FAILED: 128,192,512,0,1
# BUILD_FAILED: 128,192,512,2,1
# BUILD_FAILED: 128,192,512,3,1
# BUILD_FAILED: 128,192,512,4,1
# BUILD_FAILED: 128,192,512,5,1
# BUILD_FAILED: 128,192,512,6,1
# BUILD_FAILED: 128,192,512,7,1
# BUILD_FAILED: 128,192,512,8,1
128,256,131072,128,256,32,0,FP8_E4M3,1.21921,7.04548
128,256,131072,128,256,32,2,FP8_E4M3,1.6786,5.11731
128,256,131072,128,256,32,3,FP8_E4M3,1.21914,7.0459
128,256,131072,128,256,32,4,FP8_E4M3,1.21904,7.04647
128,256,131072,128,256,32,5,FP8_E4M3,1.21916,7.04577
128,256,131072,128,256,32,6,FP8_E4M3,1.21915,7.04586
128,256,131072,128,256,32,7,FP8_E4M3,1.21909,7.04621
128,256,131072,128,256,32,8,FP8_E4M3,1.21909,7.04621
128,256,131072,128,256,64,0,FP8_E4M3,0.616926,13.9238
128,256,131072,128,256,64,2,FP8_E4M3,0.952798,9.01548
128,256,131072,128,256,64,3,FP8_E4M3,0.642122,13.3774
128,256,131072,128,256,64,4,FP8_E4M3,0.616782,13.927
128,256,131072,128,256,64,5,FP8_E4M3,0.616933,13.9236
128,256,131072,128,256,64,6,FP8_E4M3,0.61677,13.9273
128,256,131072,128,256,64,7,FP8_E4M3,0.616878,13.9248
128,256,131072,128,256,64,8,FP8_E4M3,0.616843,13.9256
128,256,131072,128,256,128,0,FP8_E4M3,0.416226,20.6377
128,256,131072,128,256,128,2,FP8_E4M3,0.588677,14.5919
128,256,131072,128,256,128,3,FP8_E4M3,0.416278,20.6351
128,256,131072,128,256,128,4,FP8_E4M3,0.416341,20.632
# BUILD_FAILED: 128,256,128,5,1
# BUILD_FAILED: 128,256,128,6,1
# BUILD_FAILED: 128,256,128,7,1
# BUILD_FAILED: 128,256,128,8,1
128,256,131072,128,256,256,0,FP8_E4M3,0.481704,17.8324
128,256,131072,128,256,256,2,FP8_E4M3,0.481899,17.8252
# BUILD_FAILED: 128,256,256,3,1
# BUILD_FAILED: 128,256,256,4,1
# BUILD_FAILED: 128,256,256,5,1
# BUILD_FAILED: 128,256,256,6,1
# BUILD_FAILED: 128,256,256,7,1
# BUILD_FAILED: 128,256,256,8,1
# BUILD_FAILED: 128,256,512,0,1
# BUILD_FAILED: 128,256,512,2,1
# BUILD_FAILED: 128,256,512,3,1
# BUILD_FAILED: 128,256,512,4,1
# BUILD_FAILED: 128,256,512,5,1
# BUILD_FAILED: 128,256,512,6,1
# BUILD_FAILED: 128,256,512,7,1
# BUILD_FAILED: 128,256,512,8,1
