PairID,Mode,Family,AType,BType,SparseVariant,Satfinite,M,N,SemanticK,DenseBaseK,DenseInstructionsPerPacket,SparseInstructionsPerPacket,Iterations,Unroll,Warps,DenseBuildStatus,DenseRunStatus,SparseBuildStatus,SparseRunStatus,DenseCycles,DenseCyclesPerPacket,DenseOpsPerCycle,SparseCycles,SparseCyclesPerPacket,SparseOpsPerCycle,SparseOverDenseOpsPerCycle,SparseOverDenseCyclesPerPacket,DenseNotes,SparseNotes
latency:tf32:tf32xtf32:k16:ordered:nosat,latency,tf32,tf32,tf32,ordered,nosat,16,8,16,8,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,31.968000,131200,64.062500,63.938000,2.000063,0.499989,,
latency:fp8:e4m3xe4m3:k64:sp:nosat,latency,fp8,e4m3,e4m3,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:fp8:e4m3xe4m3:k64:ordered:nosat,latency,fp8,e4m3,e4m3,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,
latency:fp8:e4m3xe5m2:k64:sp:nosat,latency,fp8,e4m3,e5m2,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:fp8:e4m3xe5m2:k64:ordered:nosat,latency,fp8,e4m3,e5m2,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,
latency:fp8:e5m2xe4m3:k64:sp:nosat,latency,fp8,e5m2,e4m3,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:fp8:e5m2xe4m3:k64:ordered:nosat,latency,fp8,e5m2,e4m3,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,
latency:fp8:e5m2xe5m2:k64:sp:nosat,latency,fp8,e5m2,e5m2,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:fp8:e5m2xe5m2:k64:ordered:nosat,latency,fp8,e5m2,e5m2,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,262406,128.127930,127.872000,131200,64.062500,255.750000,2.000047,0.499989,,
latency:int8:u8xu8:k32:sp:nosat,latency,int8,u8,u8,sp,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,403642,197.090820,41.565000,0.172630,5.792796,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xu8:k32:ordered:nosat,latency,int8,u8,u8,ordered,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:u8xu8:k32:sp:sat,latency,int8,u8,u8,sp,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,405449,197.973145,41.379000,0.171858,5.818728,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xu8:k32:ordered:sat,latency,int8,u8,u8,ordered,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:u8xu8:k64:sp:nosat,latency,int8,u8,u8,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581771,284.067871,57.676000,0.239459,4.176059,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xu8:k64:ordered:nosat,latency,int8,u8,u8,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int8:u8xu8:k64:sp:sat,latency,int8,u8,u8,sp,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581771,284.067871,57.676000,0.239459,4.176059,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xu8:k64:ordered:sat,latency,int8,u8,u8,ordered,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int8:u8xs8:k32:sp:nosat,latency,int8,u8,s8,sp,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,405449,197.973145,41.379000,0.171858,5.818728,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xs8:k32:ordered:nosat,latency,int8,u8,s8,ordered,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:u8xs8:k32:sp:sat,latency,int8,u8,s8,sp,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,405441,197.969238,41.380000,0.171862,5.818614,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xs8:k32:ordered:sat,latency,int8,u8,s8,ordered,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:u8xs8:k64:sp:nosat,latency,int8,u8,s8,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581773,284.068848,57.676000,0.239459,4.176074,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xs8:k64:ordered:nosat,latency,int8,u8,s8,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int8:u8xs8:k64:sp:sat,latency,int8,u8,s8,sp,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581771,284.067871,57.676000,0.239459,4.176059,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:u8xs8:k64:ordered:sat,latency,int8,u8,s8,ordered,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int8:s8xu8:k32:sp:nosat,latency,int8,s8,u8,sp,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,405441,197.969238,41.380000,0.171862,5.818614,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xu8:k32:ordered:nosat,latency,int8,s8,u8,ordered,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:s8xu8:k32:sp:sat,latency,int8,s8,u8,sp,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,405441,197.969238,41.380000,0.171862,5.818614,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xu8:k32:ordered:sat,latency,int8,s8,u8,ordered,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:s8xu8:k64:sp:nosat,latency,int8,s8,u8,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581771,284.067871,57.676000,0.239459,4.176059,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xu8:k64:ordered:nosat,latency,int8,s8,u8,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int8:s8xu8:k64:sp:sat,latency,int8,s8,u8,sp,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581771,284.067871,57.676000,0.239459,4.176059,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xu8:k64:ordered:sat,latency,int8,s8,u8,ordered,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int8:s8xs8:k32:sp:nosat,latency,int8,s8,s8,sp,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,405429,197.963379,41.381000,0.171866,5.818441,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xs8:k32:ordered:nosat,latency,int8,s8,s8,ordered,nosat,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:s8xs8:k32:sp:sat,latency,int8,s8,s8,sp,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,405437,197.967285,41.381000,0.171866,5.818556,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xs8:k32:ordered:sat,latency,int8,s8,s8,ordered,satfinite,16,8,32,32,1,1,2048,1,864,ok,ok,ok,ok,69680,34.023438,240.775000,69675,34.020996,240.792000,1.000071,0.999928,,
latency:int8:s8xs8:k64:sp:nosat,latency,int8,s8,s8,sp,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581774,284.069336,57.676000,0.239459,4.176081,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xs8:k64:ordered:nosat,latency,int8,s8,s8,ordered,nosat,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int8:s8xs8:k64:sp:sat,latency,int8,s8,s8,sp,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,581771,284.067871,57.676000,0.239459,4.176059,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int8:s8xs8:k64:ordered:sat,latency,int8,s8,s8,ordered,satfinite,16,8,64,32,2,1,2048,1,864,ok,ok,ok,ok,139311,68.022949,240.860000,69647,34.007324,481.779000,2.000245,0.499939,,
latency:int4:u4xu4:k64:sp:nosat,latency,int4,u4,u4,sp,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,363349,177.416504,92.348000,1295006,632.327148,25.911000,0.280580,3.564083,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xu4:k64:ordered:nosat,latency,int4,u4,u4,ordered,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,363349,177.416504,92.348000,1295395,632.517090,25.903000,0.280493,3.565154,,
latency:int4:u4xu4:k64:sp:sat,latency,int4,u4,u4,sp,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,366752,179.078125,91.491000,1300165,634.846191,25.808000,0.282082,3.545080,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xu4:k64:ordered:sat,latency,int4,u4,u4,ordered,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,366752,179.078125,91.491000,1300244,634.884766,25.806000,0.282061,3.545295,,
latency:int4:u4xu4:k128:sp:nosat,latency,int4,u4,u4,sp,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,686249,335.082520,97.791000,1863537,909.930176,36.012000,0.368255,2.715541,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xu4:k128:ordered:nosat,latency,int4,u4,u4,ordered,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,686249,335.082520,97.791000,1863537,909.930176,36.012000,0.368255,2.715541,,
latency:int4:u4xu4:k128:sp:sat,latency,int4,u4,u4,sp,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,699214,341.413086,95.978000,1793762,875.860352,37.412000,0.389798,2.565398,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xu4:k128:ordered:sat,latency,int4,u4,u4,ordered,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,699214,341.413086,95.978000,1793762,875.860352,37.412000,0.389798,2.565398,,
latency:int4:u4xs4:k64:sp:nosat,latency,int4,u4,s4,sp,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,605153,295.484863,55.448000,1540502,752.198242,21.781000,0.392818,2.545641,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xs4:k64:ordered:nosat,latency,int4,u4,s4,ordered,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,605153,295.484863,55.448000,1540311,752.104980,21.784000,0.392873,2.545325,,
latency:int4:u4xs4:k64:sp:sat,latency,int4,u4,s4,sp,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,686520,335.214844,48.876000,1546625,755.187988,21.695000,0.443878,2.252848,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xs4:k64:ordered:sat,latency,int4,u4,s4,ordered,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,686520,335.214844,48.876000,1546599,755.175293,21.696000,0.443899,2.252810,,
latency:int4:u4xs4:k128:sp:nosat,latency,int4,u4,s4,sp,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1188070,580.112305,56.486000,2367271,1155.894043,28.349000,0.501877,1.992535,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xs4:k128:ordered:nosat,latency,int4,u4,s4,ordered,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1188070,580.112305,56.486000,2367272,1155.894531,28.349000,0.501877,1.992536,,
latency:int4:u4xs4:k128:sp:sat,latency,int4,u4,s4,sp,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1184020,578.134766,56.679000,2365254,1154.909180,28.373000,0.500591,1.997647,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:u4xs4:k128:ordered:sat,latency,int4,u4,s4,ordered,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1184020,578.134766,56.679000,2365254,1154.909180,28.373000,0.500591,1.997647,,
latency:int4:s4xu4:k64:sp:nosat,latency,int4,s4,u4,sp,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,938407,458.206543,35.757000,1554871,759.214355,21.580000,0.603518,1.656926,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xu4:k64:ordered:nosat,latency,int4,s4,u4,ordered,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,938407,458.206543,35.757000,1555146,759.348633,21.576000,0.603406,1.657219,,
latency:int4:s4xu4:k64:sp:sat,latency,int4,s4,u4,sp,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,1034407,505.081543,32.438000,1544455,754.128418,21.726000,0.669770,1.493083,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xu4:k64:ordered:sat,latency,int4,s4,u4,ordered,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,1034407,505.081543,32.438000,1544490,754.145508,21.725000,0.669739,1.493116,,
latency:int4:s4xu4:k128:sp:nosat,latency,int4,s4,u4,sp,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1790310,874.174805,37.484000,2508633,1224.918457,26.751000,0.713664,1.401228,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xu4:k128:ordered:nosat,latency,int4,s4,u4,ordered,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1790310,874.174805,37.484000,2508633,1224.918457,26.751000,0.713664,1.401228,,
latency:int4:s4xu4:k128:sp:sat,latency,int4,s4,u4,sp,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1757488,858.148438,38.185000,2528849,1234.789551,26.537000,0.694959,1.438900,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xu4:k128:ordered:sat,latency,int4,s4,u4,ordered,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,1757488,858.148438,38.185000,2528847,1234.788574,26.537000,0.694959,1.438899,,
latency:int4:s4xs4:k64:sp:nosat,latency,int4,s4,s4,sp,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,1337460,653.056641,25.088000,1853012,904.791016,18.108000,0.721779,1.385471,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xs4:k64:ordered:nosat,latency,int4,s4,s4,ordered,nosat,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,1337460,653.056641,25.088000,1853012,904.791016,18.108000,0.721779,1.385471,,
latency:int4:s4xs4:k64:sp:sat,latency,int4,s4,s4,sp,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,1321119,645.077637,25.398000,1867908,912.064453,17.964000,0.707300,1.413883,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xs4:k64:ordered:sat,latency,int4,s4,s4,ordered,satfinite,16,8,64,64,1,1,2048,1,864,ok,ok,ok,ok,1321119,645.077637,25.398000,1867785,912.004395,17.965000,0.707339,1.413790,,
latency:int4:s4xs4:k128:sp:nosat,latency,int4,s4,s4,sp,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,2650330,1294.106445,25.321000,3200250,1562.622070,20.970000,0.828166,1.207491,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xs4:k128:ordered:nosat,latency,int4,s4,s4,ordered,nosat,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,2650330,1294.106445,25.321000,3200250,1562.622070,20.970000,0.828166,1.207491,,
latency:int4:s4xs4:k128:sp:sat,latency,int4,s4,s4,sp,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,2658550,1298.120117,25.243000,3216974,1570.788086,20.861000,0.826407,1.210048,,ptxas advisory: .sp::ordered_metadata recommended for sparse performance
latency:int4:s4xs4:k128:ordered:sat,latency,int4,s4,s4,ordered,satfinite,16,8,128,64,2,1,2048,1,864,ok,ok,ok,ok,2658550,1298.120117,25.243000,3216848,1570.726562,20.862000,0.826447,1.210001,,
