mode,mode_name,cluster_size,sharing_group,smem_width,smem_height,tile_bytes,total_smem_bytes,gpu_time_ns,sm_cycles,tma_instructions,smsp_tma_instructions,tma_xbar_active_cycles,tma_mcast_requests,tma_mcast_req_32B,tma_mcast_req_64B,tma_mcast_req_96B,tma_mcast_req_128B,tma_mcast_req_replayed,tma_ld_bytes,tma_ld_bytes_self,tma_ld_bytes_mcast,tma_ld_sectors,tma_ld_sectors_self,tma_ld_sectors_mcast,tma_pipe_bytes,tma_pipe_sectors,lts_sectors_total,lts_sectors_read,lts_sectors_tex,lts_sectors_tex_read,lts_requests_tex,lts_tex_hit,lts_tex_miss,lts_hit,lts_miss,lts_hit_rate_pct,dram_bytes_read,dram_bytes_total,dram_sectors_read,dram_throughput_pct_peak,gcc_xbar2gcc_sectors,stall_barrier,stall_long_scoreboard,stall_mio_throttle,lrc_ilc_input_sectors
0,implicit_l2_intra,1,1,64,192,49152,196640,302400,593147.72,43216,43216,8297475,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,104477913,99572487,66379776,66379776,16594944,0,66379776,5474,105576026,n/a,2124203520,2127713024,66381360,85.99,1088,10227.36,374390.97,0,3097
1,explicit_mcast,1,1,64,192,49152,196640,301600,583980.61,43216,43216,8297473,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,104824239,99577201,66379776,66379776,16594944,0,66379776,4846,106150911,n/a,2124348416,2128130560,66385888,86.23,1088,9518.44,377508.24,0,2683
0,implicit_l2_intra,1,1,128,96,49152,196640,302208,584781.99,43216,43216,8297477,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,104408169,99572575,66379776,66379776,16594944,0,66379776,5582,105281139,n/a,2124209408,2128086528,66381544,86.06,1088,10155.29,375355.61,0,2937
1,explicit_mcast,1,1,128,96,49152,196640,302912,581101.61,43216,43216,8297475,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,104485469,99577997,66379776,66379776,16594944,0,66379776,5537,105091756,n/a,2124367616,2127857408,66386488,85.85,1088,9810.79,375019.34,0,3304
0,implicit_l2_intra,1,1,64,224,57344,229408,305216,600091.97,37296,37296,8354420,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105275245,100259043,66834432,66834432,16708608,0,66834432,3432,106677804,n/a,2138889472,2142430208,66840296,85.79,1088,8954.32,377280.88,0,2970
1,explicit_mcast,1,1,64,224,57344,229408,304416,601212.22,37296,37296,8354432,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105370989,100257283,66834432,66834432,16708608,0,66834432,4856,106560336,n/a,2138844160,2142701056,66838880,86.02,1088,9109.04,377200.24,0,3098
0,implicit_l2_intra,1,1,128,112,57344,229408,306432,597757.22,37296,37296,8354465,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105496333,100258735,66834432,66834432,16708608,0,66834432,4415,106218931,n/a,2138885120,2143207424,66840160,85.48,1088,8815.97,378102.48,0,2551
1,explicit_mcast,1,1,128,112,57344,229408,305952,597338.09,37296,37296,8354401,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105353254,100255093,66834432,66834432,16708608,0,66834432,4302,106258323,n/a,2138775296,2142554880,66836728,85.58,1088,8942.75,376161.72,0,2667
0,implicit_l2_intra,2,2,32,8,1024,4128,3359040,6596179.65,2096864,2096864,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,56794144,50397424,33549824,33549824,8387456,0,33549824,9630,56705233,n/a,1075325696,1079167488,33603928,3.93,1088,361002.39,2992175.81,0,14348
0,implicit_l2_intra,2,2,64,4,1024,4128,3360096,6591415.35,2096864,2096864,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,56783465,50392675,33549824,33549824,8387456,0,33549824,24673,56702530,n/a,1075553536,1079271424,33611048,3.92,1088,360258.77,2979748.48,0,10108
0,implicit_l2_intra,2,2,128,4,2048,8224,1737664,3424603.78,1048432,1048432,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,56741860,50352827,33549824,33549824,8387456,0,33549824,7110,56742835,n/a,1074285312,1078230016,33571416,7.58,1088,196032.68,1560203.16,0,8235
0,implicit_l2_intra,2,2,32,16,2048,8224,1743680,3417550.35,1048432,1048432,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,56740588,50359351,33549824,33549824,8387456,0,33549824,22800,56749456,n/a,1074402560,1078198016,33575080,7.56,1088,195618.99,1559797.31,0,7181
0,implicit_l2_intra,2,2,64,8,2048,8224,1740160,3422740.32,1048432,1048432,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,56782282,50375448,33549824,33549824,8387456,0,33549824,13833,56741002,n/a,1074877440,1078516992,33589920,7.57,1088,194899.49,1573768.75,0,23422
0,implicit_l2_intra,2,2,32,32,4096,16416,915904,1788104.86,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56567654,50315731,33530880,33530880,8382720,0,33530880,7641,56539524,n/a,1073479424,1077346816,33546232,14.37,1088,91569.47,835329.25,0,11700
0,implicit_l2_intra,2,2,64,16,4096,16416,907584,1780127.34,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56559585,50316799,33530880,33530880,8382720,0,33530880,7775,56559154,n/a,1073513728,1077316864,33547304,14.51,1088,91579.32,830701.48,0,5403
0,implicit_l2_intra,2,2,128,8,4096,16416,925312,1816557.76,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56554423,50311875,33530880,33530880,8382720,0,33530880,5995,56558658,n/a,1073405184,1077184256,33543912,14.23,1088,91564.81,846246.61,0,5498
0,implicit_l2_intra,2,2,32,48,6144,24608,679968,1325273.12,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56550066,50307203,33530880,33530880,8382720,0,33530880,6722,56569835,n/a,1073238528,1077004288,33538704,19.35,1088,56122.83,644990.75,0,4545
0,implicit_l2_intra,2,2,64,24,6144,24608,677920,1348310.30,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56553895,50311391,33530880,33530880,8382720,0,33530880,7607,56566319,n/a,1073407232,1077015296,33543976,19.41,1088,56541.36,645347.75,0,5625
0,implicit_l2_intra,2,2,128,12,6144,24608,682496,1325816.62,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56567884,50310747,33530880,33530880,8382720,0,33530880,7760,56560139,n/a,1073378304,1077468160,33543072,19.29,1088,55759.54,645655.49,0,11104
0,implicit_l2_intra,2,2,32,64,8192,32800,552384,1085053.54,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,56470777,50241194,33492992,33492992,8373248,0,33492992,7356,56484280,n/a,1071780352,1075714048,33493136,23.80,1088,40572.17,531759.83,0,1012
0,implicit_l2_intra,2,2,64,32,8192,32800,548512,1080332.76,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,56489281,50252881,33492992,33492992,8373248,0,33492992,6134,56489697,n/a,1072114944,1075603968,33503592,23.96,1088,40560.59,529480.61,0,3922
0,implicit_l2_intra,2,2,128,16,8192,32800,553216,1083814.84,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,56494770,50253819,33492992,33492992,8373248,0,33492992,6037,56472950,n/a,1072123136,1075894016,33503848,23.77,1088,40611.78,529852.52,0,4884
0,implicit_l2_intra,2,2,32,80,10240,40992,448704,881213.27,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56279980,50300368,33530880,33530880,8382720,0,33530880,4752,56272103,n/a,1073061376,1076660736,33533168,29.32,1088,32169.55,438614.82,0,34005
0,implicit_l2_intra,2,2,64,40,10240,40992,450816,883378.97,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56247411,50300461,33530880,33530880,8382720,0,33530880,5651,56272138,n/a,1073067008,1076797440,33533344,29.19,1088,32232.12,437959.56,0,4037
0,implicit_l2_intra,2,2,128,20,10240,40992,448608,883267.72,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56258388,50310765,33530880,33530880,8382720,0,33530880,5575,56272440,n/a,1073355264,1076914688,33542352,29.34,1088,32187.06,438563.69,0,4942
0,implicit_l2_intra,2,2,32,96,12288,49184,387232,760261.80,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56075152,50305416,33530880,33530880,8382720,0,33530880,2842,56076474,n/a,1073213440,1076993792,33537920,33.99,1088,26918.21,381163.95,0,1309
0,implicit_l2_intra,2,2,64,48,12288,49184,383648,751683.74,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56078497,50301433,33530880,33530880,8382720,0,33530880,3758,56088274,n/a,1073078784,1076416512,33533712,34.29,1088,26903.13,382165.66,0,3993
0,implicit_l2_intra,2,2,128,24,12288,49184,386048,758367.80,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56084231,50306983,33530880,33530880,8382720,0,33530880,10941,56086840,n/a,1073249792,1076588032,33539056,34.08,1088,26955.03,381957.77,0,3988
0,implicit_l2_intra,2,2,32,112,14336,57376,338752,663903.54,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,55926978,50342939,33564272,33564272,8391068,13712,33549824,19336,55931603,n/a,1073659136,1076977152,33551848,38.85,1088,23222.43,341343.98,0,4291
0,implicit_l2_intra,2,2,64,56,14336,57376,338944,662163.89,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,55922247,50341079,33563272,33563272,8390818,13588,33549824,19225,55937435,n/a,1073637120,1076970496,33551160,38.83,1088,23272.61,342662.63,0,3731
0,implicit_l2_intra,2,2,128,28,14336,57376,339200,663624.53,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,55921820,50340059,33562220,33562220,8390555,12036,33549824,19190,55935727,n/a,1073638656,1077008128,33551208,38.80,1088,23264.76,342213.64,0,3735
0,implicit_l2_intra,2,2,32,128,16384,65568,305792,598038.73,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,56809987,50809183,34059616,34059616,8514904,596780,33492992,602494,56247643,n/a,1071826944,1074954496,33494592,42.96,1088,20483.29,312881.78,0,3805
0,implicit_l2_intra,2,2,64,64,16384,65568,307776,598489.19,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,56933279,50934571,34179600,34179600,8544900,719040,33492992,725024,56245635,n/a,1071983104,1075445248,33499472,42.70,1088,20374.51,308630.60,0,3796
0,implicit_l2_intra,2,2,128,32,16384,65568,305216,596292.92,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,56924779,50927067,34177684,34177684,8544421,718688,33492992,726887,56248170,n/a,1071819264,1075345920,33494352,43.05,1088,20423.50,311212.97,0,3732
0,implicit_l2_intra,2,2,32,160,20480,81952,257280,502788.09,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56839489,51682947,34908580,34908580,8727145,1393656,33530880,1399255,55474761,n/a,1073214464,1076637440,33537952,51.14,1088,17131.38,271840.24,0,4120
0,implicit_l2_intra,2,2,64,80,20480,81952,257664,503861.19,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56838452,51683871,34915536,34915536,8728884,1403024,33530880,1409052,55474266,n/a,1073035008,1076499200,33532344,51.06,1088,17041.54,269247.44,0,3732
0,implicit_l2_intra,2,2,128,40,20480,81952,257632,506419.34,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,56926451,51769317,34995664,34995664,8748916,1441628,33530880,1447999,55481971,n/a,1073171456,1076391424,33536608,51.06,1088,17130.02,271534.92,0,4632
0,implicit_l2_intra,2,2,32,176,22528,90144,240224,478004.31,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,56836020,51820177,35040564,35040564,8760141,1481456,33549824,1486983,55368585,n/a,1073700096,1077957120,33553128,54.84,1088,16170.88,259582.81,0,3814
0,implicit_l2_intra,2,2,64,88,22528,90144,241376,467255.24,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,57137731,52118419,35336200,35336200,8834050,1867640,33549824,1870975,55363115,n/a,1073767168,1077534720,33555224,54.56,1088,16154.18,258944.36,0,4438
0,implicit_l2_intra,2,2,128,44,22528,90144,240800,468950.50,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,56690977,51675923,34893656,34893656,8723414,1356472,33549824,1362509,55361207,n/a,1073769216,1077236224,33555288,54.67,1088,16029.97,258154.07,0,3860
0,implicit_l2_intra,2,2,64,96,24576,98336,228256,438143.46,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,57676394,52798017,36086532,36086532,9021633,2695292,33417216,2700899,55016252,n/a,1069399040,1072575488,33418720,57.43,1088,15045.33,244968.39,0,3732
0,implicit_l2_intra,2,2,128,48,24576,98336,227008,439052.81,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,57385212,52504757,35793308,35793308,8948327,2414768,33417216,2420506,55024589,n/a,1069397760,1072837888,33418680,57.77,1088,15083.18,245584.23,0,3801
0,implicit_l2_intra,2,2,128,52,26624,106528,217184,421519.03,80512,80512,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,58564997,53902601,37153196,37153196,9288299,3690284,33492992,3693096,54909010,n/a,1071824896,1075378944,33494528,60.52,1088,14566.30,238779.65,0,3939
0,implicit_l2_intra,2,2,128,56,28672,114720,205984,400456.12,74592,74592,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,59233393,54745857,38034380,38034380,9508595,4828380,33417216,4831562,54636625,n/a,1069394688,1072890880,33418584,63.65,1088,13425.36,230578.81,0,3730
0,implicit_l2_intra,2,2,128,60,30720,122912,199520,388438.49,69856,69856,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,57919101,53541227,36769240,36769240,9192310,3192024,33530880,3197201,54686921,n/a,1073140224,1076841984,33535632,65.96,1088,13891.42,229008.46,0,3891
0,implicit_l2_intra,2,2,64,128,32768,131104,191392,373468.77,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,59469413,55159147,38485588,38485588,9621397,5228164,33341440,5233237,54347068,n/a,1066971648,1070300160,33342864,68.35,1088,12619.52,220063.11,0,3730
0,implicit_l2_intra,2,2,128,64,32768,131104,192096,374257.97,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,59485500,55172723,38495060,38495060,9623765,5350992,33341440,5356219,54347350,n/a,1067086592,1070716672,33346456,68.13,1088,12569.32,220579.46,0,4378
0,implicit_l2_intra,2,2,128,72,36864,147488,184800,355000.23,58016,58016,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,59509476,55670059,38954196,38954196,9738549,5659028,33417216,5663562,53987113,n/a,1069527808,1073048064,33422744,70.97,1088,12682.79,216830.09,0,3863
0,implicit_l2_intra,2,2,128,80,40960,163872,175040,338970.47,52096,52096,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,59597572,56071721,39398276,39398276,9849569,6124496,33341440,6129212,53563228,n/a,1066969856,1070627584,33342808,74.77,1088,12321.10,213469.02,0,2977
0,implicit_l2_intra,2,2,64,192,49152,196640,166400,321021.31,43216,43216,8297474,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,59223757,56201410,39601000,39601000,9900250,6447632,33189888,6451971,52838493,n/a,1062195712,1066103808,33193616,78.30,1088,12116.67,209065.80,0,1575
0,implicit_l2_intra,2,2,128,96,49152,196640,165248,322203.96,43216,43216,8297472,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,60469599,57449009,40849424,40849424,10212356,7768020,33189888,7771906,52835133,n/a,1062172160,1065904384,33192880,78.85,1088,11222.60,207762.58,0,2625
0,implicit_l2_intra,2,2,64,224,57344,229408,160800,313110.39,37296,37296,8354347,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,61317883,58681373,41970248,41970248,10492562,8346552,33417216,8351086,52795882,n/a,1069388800,1073232896,33418400,81.58,1088,11341.16,208076.80,0,2201
0,implicit_l2_intra,2,2,128,112,57344,229408,161216,311034.68,37296,37296,8354340,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,60603306,57969903,41255268,41255268,10313817,8096412,33417216,8100273,52796419,n/a,1069491200,1072822528,33421600,81.35,1088,11517.84,209090.21,0,2262
0,implicit_l2_intra,4,4,32,8,1024,4128,6486208,12740342.15,2096864,2096864,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,31660647,25272819,16774912,16774912,4193728,0,16774912,31869,31856117,n/a,538816256,542175488,16838008,1.02,1088,392966.15,2991654.39,0,12928
0,implicit_l2_intra,4,4,64,4,1024,4128,6460480,12699124.03,2096864,2096864,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,31678632,25294979,16774912,16774912,4193728,0,16774912,51741,31670636,n/a,538453504,542223104,16826672,1.03,1088,390000.22,2976520.48,0,14500
0,implicit_l2_intra,4,4,128,4,2048,8224,3360096,6594175.81,1048432,1048432,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,31587405,25201979,16774912,16774912,4193728,0,16774912,20839,31583782,n/a,537637632,541608448,16801176,1.97,1088,212956.57,1552485.20,0,6865
0,implicit_l2_intra,4,4,32,16,2048,8224,3364544,6619965.54,1048432,1048432,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,31609338,25221110,16774912,16774912,4193728,0,16774912,92991,31660784,n/a,537844736,541100288,16807648,1.97,1088,214564.33,1550732.87,0,17414
0,implicit_l2_intra,4,4,64,8,2048,8224,3376864,6644935.19,1048432,1048432,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,31626739,25224567,16774912,16774912,4193728,0,16774912,28283,31632156,n/a,538140928,541948160,16816904,1.96,1088,212327.23,1569020.78,0,16457
0,implicit_l2_intra,4,4,32,32,4096,16416,1742528,3424695.32,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31394035,25151081,16765440,16765440,4191360,0,16765440,20303,31432162,n/a,536502528,539952896,16765704,3.79,1088,100574.33,816791.43,0,4010
0,implicit_l2_intra,4,4,64,16,4096,16416,1744960,3411650.47,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31396301,25152673,16765440,16765440,4191360,0,16765440,12241,31476297,n/a,536541952,540232704,16766936,3.78,1088,101031.41,813097.59,0,4809
0,implicit_l2_intra,4,4,128,8,4096,16416,1742720,3466266.74,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31395982,25152265,16765440,16765440,4191360,0,16765440,7614,31405918,n/a,536542208,540383488,16766944,3.79,1088,99406.75,832532.16,0,3917
0,implicit_l2_intra,4,4,32,48,6144,24608,1261952,2468285.30,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31399695,25164943,16765440,16765440,4191360,0,16765440,13263,31405496,n/a,536920320,540586752,16778760,5.23,1088,61584.11,623823.21,0,5438
0,implicit_l2_intra,4,4,64,24,6144,24608,1259616,2461288.14,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31411731,25172619,16765440,16765440,4191360,0,16765440,4615,31393057,n/a,537165568,541307392,16786424,5.25,1088,61816.91,625251.72,0,4659
0,implicit_l2_intra,4,4,128,12,6144,24608,1259936,2463634,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31411677,25176217,16765440,16765440,4191360,0,16765440,10973,31392995,n/a,537185024,540660736,16787032,5.24,1088,61835.73,625933.62,0,6737
0,implicit_l2_intra,4,4,32,64,8192,32800,1061600,2083221.23,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,31336452,25122108,16746496,16746496,4186624,0,16746496,6936,31348085,n/a,535912704,539440384,16747272,6.21,1088,46024.38,515131.45,0,1236
0,implicit_l2_intra,4,4,64,32,8192,32800,1059424,2074842.05,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,31371519,25147993,16746496,16746496,4186624,0,16746496,7284,31544877,n/a,536582912,540809472,16768216,6.24,1088,45428.19,509344.57,0,6300
0,implicit_l2_intra,4,4,128,16,8192,32800,1060160,2078632.47,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,31366739,25143177,16746496,16746496,4186624,0,16746496,7624,31422403,n/a,536466432,540595456,16764576,6.23,1088,46414.18,512342.95,0,4909
0,implicit_l2_intra,4,4,32,80,10240,40992,858400,1683377.81,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31100424,25151822,16765440,16765440,4191360,0,16765440,11881,31287265,n/a,536564480,540591872,16767640,7.70,1088,36792.48,415419.80,0,1523
0,implicit_l2_intra,4,4,64,40,10240,40992,855232,1682516.57,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31107850,25157412,16765440,16765440,4191360,0,16765440,4739,31272981,n/a,536732672,540308992,16772896,7.72,1088,36280.34,416299.26,0,2851
0,implicit_l2_intra,4,4,128,20,10240,40992,857600,1687467.88,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,31119354,25157187,16765440,16765440,4191360,0,16765440,9155,31357776,n/a,536664832,540413952,16770776,7.70,1088,36626.69,416374.72,0,4781
0,implicit_l2_intra,4,4,32,96,12288,49184,731232,1437301.82,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,30934322,25162629,16765444,16765444,4191361,0,16765440,5557,31047736,n/a,536865792,540572160,16777056,9.03,1088,30366.28,357045.30,0,4643
0,implicit_l2_intra,4,4,64,48,12288,49184,731712,1436057.50,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,30930245,25165011,16765452,16765452,4191363,12,16765440,9001,31046215,n/a,536919040,540790784,16778720,9.03,1088,30770.49,359019.06,0,4577
0,implicit_l2_intra,4,4,128,24,12288,49184,730080,1433850.20,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,30920621,25151725,16765444,16765444,4191361,20,16765440,6967,31036121,n/a,536523520,539994112,16766360,9.04,1088,30754.02,358032.41,0,4121
0,implicit_l2_intra,4,4,32,112,14336,57376,639520,1255234.95,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,30873088,25300231,16893296,16893296,4223324,121168,16774912,128720,30881061,n/a,537283840,541127680,16790120,10.34,1088,26549.11,316186.07,0,4964
0,implicit_l2_intra,4,4,64,56,14336,57376,638976,1253062.35,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,30862440,25290479,16899956,16899956,4224989,124768,16774912,132773,30839163,n/a,536828160,540150784,16775880,10.33,1088,26409.35,316576.94,0,4034
0,implicit_l2_intra,4,4,128,28,14336,57376,637696,1254006.92,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,30841900,25268715,16878300,16878300,4219575,107180,16774912,114555,30886079,n/a,536823808,540284160,16775744,10.35,1088,26361.03,317464.41,0,4166
0,implicit_l2_intra,4,4,32,128,16384,65568,570816,1121859.73,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,32885704,26889309,18513108,18513108,4628277,1782940,16746496,1790283,31186025,n/a,535923200,539619584,16747600,11.55,1088,23376.88,283825.29,0,3847
0,implicit_l2_intra,4,4,64,64,16384,65568,571552,1116653.38,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,32743028,26740985,18352760,18352760,4588190,1636072,16746496,1643107,31178473,n/a,536285184,539906048,16758912,11.54,1088,23418.66,283634.72,0,5239
0,implicit_l2_intra,4,4,128,32,16384,65568,570336,1118250.92,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,32978551,26977137,18589792,18589792,4647448,1860952,16746496,1870682,31101684,n/a,536200704,539866368,16756272,11.57,1088,23412.13,283803.51,0,5668
0,implicit_l2_intra,4,4,32,160,20480,81952,479296,937214.31,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,33937615,28754316,20366252,20366252,5091563,3632028,16765440,3636698,30335808,n/a,536598272,539979008,16768696,13.77,1088,19180.58,243935.94,0,5358
0,implicit_l2_intra,4,4,64,80,20480,81952,475840,932748.27,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,33644468,28472931,20087332,20087332,5021833,3381496,16765440,3388737,30460532,n/a,536537088,540711424,16766784,13.89,1088,19276.03,243057.69,0,4026
0,implicit_l2_intra,4,4,128,40,20480,81952,475584,933217.04,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,32883773,27710767,19325132,19325132,4831283,2602004,16765440,2605569,30405859,n/a,536532736,540060672,16766648,13.88,1088,19109.19,242914.56,0,3812
0,implicit_l2_intra,4,4,32,176,22528,90144,442208,869782.31,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,33635735,28605689,20214768,20214768,5053692,3498620,16774912,3506446,30349131,n/a,536856320,540549376,16776760,14.94,1088,18120.79,230792.80,0,4437
0,implicit_l2_intra,4,4,64,88,22528,90144,441792,868328.49,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,34486468,29464093,21066216,21066216,5266554,4404788,16774912,4410991,30199758,n/a,537046784,540908800,16782712,14.96,1088,17938.29,229223.26,0,4686
