sm_a,sm_b,mean_abs_diff,gpc_a,gpc_b
70,147,2.4,3,8
70,162,2.3,3,8
70,163,2.3,3,8
70,16,2.4,3,9
70,17,2.4,3,9
70,38,2.4,3,9
70,39,2.4,3,9
70,60,2.4,3,9
70,61,2.4,3,9
70,82,2.3,3,9
70,83,2.4,3,9
70,104,2.4,3,9
70,105,2.4,3,9
70,126,2.4,3,9
70,127,2.4,3,9
70,148,2.4,3,9
70,149,2.4,3,9
70,164,2.3,3,9
70,165,2.3,3,9
70,18,2.4,3,10
70,19,2.4,3,10
70,40,2.4,3,10
70,41,2.4,3,10
70,62,2.3,3,10
70,63,2.3,3,10
70,84,2.3,3,10
70,85,2.3,3,10
70,106,2.4,3,10
70,107,2.4,3,10
70,128,2.4,3,10
70,129,2.4,3,10
70,150,2.3,3,10
70,151,2.3,3,10
70,166,2.3,3,10
70,167,2.3,3,10
70,20,2.4,3,0
70,21,2.4,3,0
70,42,2.3,3,0
70,43,2.3,3,0
70,64,2.3,3,0
70,65,2.3,3,0
70,86,2.3,3,0
70,87,2.3,3,0
70,108,2.4,3,0
70,109,2.4,3,0
70,130,2.3,3,0
70,131,2.3,3,0
70,152,2.3,3,0
70,153,2.3,3,0
70,168,2.3,3,0
70,169,2.3,3,0
71,0,2.4,3,1
71,1,2.4,3,1
71,22,2.4,3,1
71,23,2.4,3,1
71,44,2.3,3,1
71,45,2.3,3,1
71,66,2.3,3,1
71,67,2.3,3,1
71,88,2.3,3,1
71,89,2.3,3,1
71,110,2.3,3,1
71,111,2.3,3,1
71,132,2.3,3,1
71,133,2.3,3,1
71,2,2.4,3,2
71,3,2.4,3,2
71,24,2.4,3,2
71,25,2.4,3,2
71,46,2.4,3,2
71,47,2.4,3,2
71,68,2.3,3,2
71,69,2.3,3,2
71,90,2.4,3,2
71,91,2.4,3,2
71,112,2.3,3,2
71,113,2.4,3,2
71,134,2.3,3,2
71,135,2.3,3,2
71,4,2.4,3,3
71,5,2.4,3,3
71,26,2.4,3,3
71,27,2.4,3,3
71,48,2.4,3,3
71,49,2.4,3,3
71,70,2.3,3,3
71,71,0.0,3,3
71,92,2.4,3,3
71,93,2.4,3,3
71,114,2.4,3,3
71,115,2.4,3,3
71,136,2.3,3,3
71,137,2.3,3,3
71,6,2.4,3,4
71,7,2.4,3,4
71,28,2.4,3,4
71,29,2.4,3,4
71,50,2.3,3,4
71,51,2.3,3,4
71,72,2.3,3,4
71,73,2.3,3,4
71,94,2.4,3,4
71,95,2.4,3,4
71,116,2.4,3,4
71,117,2.4,3,4
71,138,2.3,3,4
71,139,2.3,3,4
71,154,2.3,3,4
71,155,2.3,3,4
71,8,2.4,3,5
71,9,2.4,3,5
71,30,2.3,3,5
71,31,2.3,3,5
71,52,2.3,3,5
71,53,2.3,3,5
71,74,2.3,3,5
71,75,2.3,3,5
71,96,2.3,3,5
71,97,2.3,3,5
71,118,2.3,3,5
71,119,2.3,3,5
71,140,2.3,3,5
71,141,2.3,3,5
71,156,2.3,3,5
71,157,2.3,3,5
71,10,2.4,3,6
71,11,2.4,3,6
71,32,2.3,3,6
71,33,2.3,3,6
71,54,2.3,3,6
71,55,2.3,3,6
71,76,2.3,3,6
71,77,2.3,3,6
71,98,2.3,3,6
71,99,2.4,3,6
71,120,2.3,3,6
71,121,2.3,3,6
71,142,2.3,3,6
71,143,2.3,3,6
71,158,2.3,3,6
71,159,2.3,3,6
71,12,2.4,3,7
71,13,2.4,3,7
71,34,2.4,3,7
71,35,2.4,3,7
71,56,2.3,3,7
71,57,2.3,3,7
71,78,2.3,3,7
71,79,2.3,3,7
71,100,2.4,3,7
71,101,2.4,3,7
71,122,2.3,3,7
71,123,2.4,3,7
71,144,2.3,3,7
71,145,2.3,3,7
71,160,2.3,3,7
71,161,2.3,3,7
71,14,2.4,3,8
71,15,2.4,3,8
71,36,2.4,3,8
71,37,2.4,3,8
71,58,2.4,3,8
71,59,2.4,3,8
71,80,2.4,3,8
71,81,2.3,3,8
71,102,2.4,3,8
71,103,2.4,3,8
71,124,2.4,3,8
71,125,2.4,3,8
71,146,2.4,3,8
71,147,2.4,3,8
71,162,2.3,3,8
71,163,2.3,3,8
71,16,2.4,3,9
71,17,2.4,3,9
71,38,2.4,3,9
71,39,2.4,3,9
71,60,2.4,3,9
71,61,2.4,3,9
71,82,2.3,3,9
71,83,2.4,3,9
71,104,2.4,3,9
71,105,2.4,3,9
71,126,2.4,3,9
71,127,2.4,3,9
71,148,2.3,3,9
71,149,2.3,3,9
71,164,2.3,3,9
71,165,2.3,3,9
71,18,2.4,3,10
71,19,2.4,3,10
71,40,2.4,3,10
71,41,2.4,3,10
71,62,2.3,3,10
71,63,2.3,3,10
71,84,2.3,3,10
71,85,2.3,3,10
71,106,2.4,3,10
71,107,2.4,3,10
71,128,2.4,3,10
71,129,2.3,3,10
71,150,2.3,3,10
71,151,2.3,3,10
71,166,2.3,3,10
71,167,2.3,3,10
71,20,2.4,3,0
71,21,2.4,3,0
71,42,2.3,3,0
71,43,2.3,3,0
71,64,2.3,3,0
71,65,2.3,3,0
71,86,2.3,3,0
71,87,2.3,3,0
71,108,2.4,3,0
71,109,2.3,3,0
71,130,2.3,3,0
71,131,2.3,3,0
71,152,2.3,3,0
71,153,2.3,3,0
71,168,2.3,3,0
71,169,2.3,3,0
92,0,2.4,3,1
92,1,2.4,3,1
92,22,2.4,3,1
92,23,2.4,3,1
92,44,2.4,3,1
92,45,2.4,3,1
92,66,2.4,3,1
92,67,2.4,3,1
92,88,2.4,3,1
92,89,2.4,3,1
92,110,2.4,3,1
92,111,2.4,3,1
92,132,2.4,3,1
92,133,2.4,3,1
92,2,2.4,3,2
92,3,2.4,3,2
92,24,2.4,3,2
92,25,2.4,3,2
92,46,2.4,3,2
92,47,2.4,3,2
92,68,2.4,3,2
92,69,2.4,3,2
92,90,2.4,3,2
92,91,2.4,3,2
92,112,2.4,3,2
92,113,2.4,3,2
92,134,2.4,3,2
92,135,2.4,3,2
92,4,2.4,3,3
92,5,2.4,3,3
92,26,2.4,3,3
92,27,2.4,3,3
92,48,2.4,3,3
92,49,2.4,3,3
92,70,2.4,3,3
92,71,2.4,3,3
92,92,0.0,3,3
92,93,2.4,3,3
92,114,2.4,3,3
92,115,2.4,3,3
92,136,2.4,3,3
92,137,2.4,3,3
92,6,2.4,3,4
92,7,2.4,3,4
92,28,2.4,3,4
92,29,2.4,3,4
92,50,2.4,3,4
92,51,2.4,3,4
92,72,2.4,3,4
92,73,2.3,3,4
92,94,2.4,3,4
92,95,2.4,3,4
92,116,2.4,3,4
92,117,2.4,3,4
92,138,2.4,3,4
92,139,2.4,3,4
92,154,2.3,3,4
92,155,2.3,3,4
92,8,2.4,3,5
92,9,2.4,3,5
92,30,2.4,3,5
92,31,2.4,3,5
92,52,2.4,3,5
92,53,2.4,3,5
92,74,2.3,3,5
92,75,2.3,3,5
92,96,2.4,3,5
92,97,2.4,3,5
92,118,2.4,3,5
92,119,2.4,3,5
92,140,2.3,3,5
92,141,2.3,3,5
92,156,2.3,3,5
92,157,2.3,3,5
92,10,2.4,3,6
92,11,2.4,3,6
92,32,2.4,3,6
92,33,2.4,3,6
92,54,2.3,3,6
92,55,2.3,3,6
92,76,2.3,3,6
92,77,2.3,3,6
92,98,2.4,3,6
92,99,2.4,3,6
92,120,2.4,3,6
92,121,2.4,3,6
92,142,2.3,3,6
92,143,2.3,3,6
92,158,2.3,3,6
92,159,2.3,3,6
92,12,2.4,3,7
92,13,2.4,3,7
92,34,2.4,3,7
92,35,2.4,3,7
92,56,2.4,3,7
92,57,2.4,3,7
92,78,2.3,3,7
92,79,2.4,3,7
92,100,2.4,3,7
92,101,2.4,3,7
92,122,2.4,3,7
92,123,2.4,3,7
92,144,2.4,3,7
92,145,2.4,3,7
92,160,2.3,3,7
92,161,2.3,3,7
92,14,2.4,3,8
92,15,2.4,3,8
92,36,2.4,3,8
92,37,2.4,3,8
92,58,2.4,3,8
92,59,2.4,3,8
92,80,2.4,3,8
92,81,2.4,3,8
92,102,2.4,3,8
92,103,2.4,3,8
92,124,2.4,3,8
92,125,2.4,3,8
92,146,2.4,3,8
92,147,2.4,3,8
92,162,2.4,3,8
92,163,2.4,3,8
92,16,2.4,3,9
92,17,2.4,3,9
92,38,2.4,3,9
92,39,2.4,3,9
92,60,2.4,3,9
92,61,2.4,3,9
92,82,2.4,3,9
92,83,2.4,3,9
92,104,2.4,3,9
92,105,2.4,3,9
92,126,2.4,3,9
92,127,2.4,3,9
92,148,2.4,3,9
92,149,2.4,3,9
92,164,2.4,3,9
92,165,2.4,3,9
92,18,2.4,3,10
92,19,2.4,3,10
92,40,2.4,3,10
92,41,2.4,3,10
92,62,2.4,3,10
92,63,2.4,3,10
92,84,2.4,3,10
92,85,2.3,3,10
92,106,2.4,3,10
92,107,2.4,3,10
92,128,2.4,3,10
92,129,2.4,3,10
92,150,2.4,3,10
92,151,2.4,3,10
92,166,2.4,3,10
92,167,2.4,3,10
92,20,2.4,3,0
92,21,2.4,3,0
92,42,2.4,3,0
92,43,2.4,3,0
92,64,2.4,3,0
92,65,2.4,3,0
92,86,2.3,3,0
92,87,2.3,3,0
92,108,2.4,3,0
92,109,2.4,3,0
92,130,2.4,3,0
92,131,2.4,3,0
92,152,2.3,3,0
92,153,2.3,3,0
92,168,2.3,3,0
92,169,2.3,3,0
93,0,2.4,3,1
93,1,2.4,3,1
93,22,2.4,3,1
93,23,2.4,3,1
93,44,2.4,3,1
93,45,2.4,3,1
93,66,2.4,3,1
93,67,2.4,3,1
93,88,2.4,3,1
93,89,2.4,3,1
93,110,2.4,3,1
93,111,2.4,3,1
93,132,2.4,3,1
93,133,2.4,3,1
93,2,2.4,3,2
93,3,2.4,3,2
93,24,2.4,3,2
93,25,2.4,3,2
93,46,2.4,3,2
93,47,2.4,3,2
93,68,2.4,3,2
93,69,2.4,3,2
93,90,2.4,3,2
93,91,2.4,3,2
93,112,2.4,3,2
93,113,2.4,3,2
93,134,2.4,3,2
93,135,2.4,3,2
93,4,2.4,3,3
93,5,2.4,3,3
93,26,2.4,3,3
93,27,2.4,3,3
93,48,2.4,3,3
93,49,2.4,3,3
93,70,2.4,3,3
93,71,2.4,3,3
93,92,2.4,3,3
93,93,0.0,3,3
93,114,2.4,3,3
93,115,2.4,3,3
93,136,2.4,3,3
93,137,2.4,3,3
93,6,2.4,3,4
93,7,2.4,3,4
93,28,2.4,3,4
93,29,2.4,3,4
93,50,2.4,3,4
93,51,2.4,3,4
93,72,2.4,3,4
93,73,2.4,3,4
93,94,2.4,3,4
93,95,2.4,3,4
93,116,2.4,3,4
93,117,2.4,3,4
93,138,2.4,3,4
93,139,2.4,3,4
93,154,2.4,3,4
93,155,2.3,3,4
93,8,2.4,3,5
93,9,2.4,3,5
93,30,2.4,3,5
93,31,2.4,3,5
93,52,2.4,3,5
93,53,2.4,3,5
93,74,2.3,3,5
93,75,2.4,3,5
93,96,2.4,3,5
93,97,2.4,3,5
93,118,2.4,3,5
93,119,2.4,3,5
93,140,2.3,3,5
93,141,2.4,3,5
93,156,2.3,3,5
93,157,2.3,3,5
93,10,2.4,3,6
93,11,2.4,3,6
93,32,2.4,3,6
93,33,2.4,3,6
93,54,2.4,3,6
93,55,2.4,3,6
93,76,2.4,3,6
93,77,2.4,3,6
93,98,2.4,3,6
93,99,2.4,3,6
93,120,2.4,3,6
93,121,2.4,3,6
93,142,2.4,3,6
93,143,2.4,3,6
93,158,2.3,3,6
93,159,2.3,3,6
93,12,2.4,3,7
93,13,2.4,3,7
93,34,2.4,3,7
93,35,2.4,3,7
93,56,2.4,3,7
93,57,2.4,3,7
93,78,2.4,3,7
93,79,2.4,3,7
93,100,2.4,3,7
93,101,2.4,3,7
93,122,2.4,3,7
93,123,2.4,3,7
93,144,2.4,3,7
93,145,2.4,3,7
93,160,2.4,3,7
93,161,2.4,3,7
93,14,2.4,3,8
93,15,2.4,3,8
93,36,2.4,3,8
93,37,2.4,3,8
93,58,2.4,3,8
93,59,2.4,3,8
93,80,2.4,3,8
93,81,2.4,3,8
93,102,2.4,3,8
93,103,2.4,3,8
93,124,2.4,3,8
93,125,2.4,3,8
93,146,2.4,3,8
93,147,2.4,3,8
93,162,2.4,3,8
93,163,2.4,3,8
93,16,2.4,3,9
93,17,2.4,3,9
93,38,2.4,3,9
93,39,2.4,3,9
93,60,2.4,3,9
93,61,2.4,3,9
93,82,2.4,3,9
93,83,2.4,3,9
93,104,2.4,3,9
93,105,2.4,3,9
93,126,2.4,3,9
93,127,2.4,3,9
93,148,2.4,3,9
93,149,2.4,3,9
93,164,2.4,3,9
93,165,2.4,3,9
93,18,2.4,3,10
93,19,2.4,3,10
93,40,2.4,3,10
93,41,2.4,3,10
93,62,2.4,3,10
93,63,2.4,3,10
93,84,2.4,3,10
93,85,2.4,3,10
93,106,2.4,3,10
93,107,2.4,3,10
93,128,2.4,3,10
93,129,2.4,3,10
93,150,2.4,3,10
93,151,2.4,3,10
93,166,2.4,3,10
93,167,2.4,3,10
93,20,2.4,3,0
93,21,2.4,3,0
93,42,2.4,3,0
93,43,2.4,3,0
93,64,2.4,3,0
93,65,2.4,3,0
93,86,2.3,3,0
93,87,2.3,3,0
93,108,2.4,3,0
93,109,2.4,3,0
93,130,2.4,3,0
93,131,2.4,3,0
93,152,2.4,3,0
93,153,2.3,3,0
93,168,2.3,3,0
93,169,2.4,3,0
114,0,2.4,3,1
114,1,2.4,3,1
114,22,2.4,3,1
114,23,2.4,3,1
114,44,2.4,3,1
114,45,2.4,3,1
114,66,2.3,3,1
114,67,2.3,3,1
114,88,2.4,3,1
114,89,2.4,3,1
114,110,2.3,3,1
114,111,2.3,3,1
114,132,2.3,3,1
114,133,2.3,3,1
114,2,2.4,3,2
114,3,2.4,3,2
114,24,2.4,3,2
114,25,2.4,3,2
114,46,2.4,3,2
114,47,2.4,3,2
114,68,2.4,3,2
114,69,2.4,3,2
114,90,2.4,3,2
114,91,2.4,3,2
114,112,2.4,3,2
114,113,2.4,3,2
114,134,2.4,3,2
114,135,2.4,3,2
114,4,2.4,3,3
114,5,2.4,3,3
114,26,2.4,3,3
114,27,2.4,3,3
114,48,2.4,3,3
114,49,2.4,3,3
114,70,2.4,3,3
114,71,2.4,3,3
114,92,2.4,3,3
114,93,2.4,3,3
114,114,0.0,3,3
114,115,2.4,3,3
114,136,2.3,3,3
114,137,2.4,3,3
114,6,2.4,3,4
114,7,2.4,3,4
114,28,2.4,3,4
114,29,2.4,3,4
114,50,2.4,3,4
114,51,2.4,3,4
114,72,2.3,3,4
114,73,2.3,3,4
114,94,2.4,3,4
114,95,2.4,3,4
114,116,2.4,3,4
114,117,2.4,3,4
114,138,2.3,3,4
114,139,2.3,3,4
114,154,2.3,3,4
114,155,2.3,3,4
114,8,2.4,3,5
114,9,2.4,3,5
114,30,2.4,3,5
114,31,2.4,3,5
114,52,2.3,3,5
114,53,2.3,3,5
114,74,2.3,3,5
114,75,2.3,3,5
114,96,2.4,3,5
114,97,2.4,3,5
114,118,2.3,3,5
114,119,2.4,3,5
114,140,2.3,3,5
114,141,2.3,3,5
114,156,2.3,3,5
114,157,2.3,3,5
114,10,2.4,3,6
114,11,2.4,3,6
114,32,2.4,3,6
114,33,2.4,3,6
114,54,2.3,3,6
114,55,2.3,3,6
114,76,2.3,3,6
114,77,2.3,3,6
114,98,2.4,3,6
114,99,2.4,3,6
114,120,2.3,3,6
114,121,2.4,3,6
114,142,2.3,3,6
114,143,2.3,3,6
114,158,2.3,3,6
114,159,2.3,3,6
114,12,2.4,3,7
114,13,2.4,3,7
114,34,2.4,3,7
114,35,2.4,3,7
114,56,2.4,3,7
114,57,2.4,3,7
114,78,2.3,3,7
114,79,2.3,3,7
114,100,2.4,3,7
114,101,2.4,3,7
114,122,2.4,3,7
114,123,2.4,3,7
114,144,2.3,3,7
114,145,2.3,3,7
114,160,2.3,3,7
114,161,2.3,3,7
114,14,2.4,3,8
114,15,2.4,3,8
114,36,2.4,3,8
114,37,2.4,3,8
114,58,2.4,3,8
114,59,2.4,3,8
114,80,2.4,3,8
114,81,2.3,3,8
114,102,2.4,3,8
114,103,2.4,3,8
114,124,2.4,3,8
114,125,2.4,3,8
114,146,2.4,3,8
114,147,2.4,3,8
114,162,2.4,3,8
114,163,2.3,3,8
114,16,2.4,3,9
114,17,2.4,3,9
114,38,2.4,3,9
114,39,2.4,3,9
114,60,2.4,3,9
114,61,2.4,3,9
114,82,2.4,3,9
114,83,2.4,3,9
114,104,2.4,3,9
114,105,2.4,3,9
114,126,2.4,3,9
114,127,2.4,3,9
114,148,2.4,3,9
114,149,2.4,3,9
114,164,2.4,3,9
114,165,2.4,3,9
114,18,2.4,3,10
114,19,2.4,3,10
114,40,2.4,3,10
114,41,2.4,3,10
114,62,2.4,3,10
114,63,2.4,3,10
114,84,2.3,3,10
114,85,2.3,3,10
114,106,2.4,3,10
114,107,2.4,3,10
114,128,2.4,3,10
114,129,2.4,3,10
114,150,2.3,3,10
114,151,2.4,3,10
114,166,2.3,3,10
114,167,2.3,3,10
114,20,2.4,3,0
114,21,2.4,3,0
114,42,2.4,3,0
114,43,2.4,3,0
114,64,2.3,3,0
114,65,2.3,3,0
114,86,2.3,3,0
114,87,2.3,3,0
114,108,2.4,3,0
114,109,2.4,3,0
114,130,2.3,3,0
114,131,2.3,3,0
114,152,2.3,3,0
114,153,2.3,3,0
114,168,2.3,3,0
114,169,2.3,3,0
115,0,2.4,3,1
115,1,2.4,3,1
115,22,2.4,3,1
115,23,2.4,3,1
115,44,2.4,3,1
115,45,2.4,3,1
115,66,2.4,3,1
115,67,2.3,3,1
115,88,2.4,3,1
115,89,2.4,3,1
115,110,2.3,3,1
115,111,2.4,3,1
115,132,2.3,3,1
115,133,2.3,3,1
115,2,2.4,3,2
115,3,2.4,3,2
115,24,2.4,3,2
115,25,2.4,3,2
115,46,2.4,3,2
115,47,2.4,3,2
115,68,2.4,3,2
115,69,2.4,3,2
115,90,2.4,3,2
115,91,2.4,3,2
115,112,2.4,3,2
115,113,2.4,3,2
115,134,2.4,3,2
115,135,2.4,3,2
115,4,2.4,3,3
115,5,2.4,3,3
115,26,2.4,3,3
115,27,2.4,3,3
115,48,2.4,3,3
115,49,2.4,3,3
115,70,2.4,3,3
115,71,2.4,3,3
115,92,2.4,3,3
115,93,2.4,3,3
115,114,2.4,3,3
115,115,0.0,3,3
115,136,2.4,3,3
115,137,2.4,3,3
115,6,2.4,3,4
115,7,2.4,3,4
115,28,2.4,3,4
115,29,2.4,3,4
115,50,2.4,3,4
115,51,2.4,3,4
115,72,2.3,3,4
115,73,2.3,3,4
115,94,2.4,3,4
115,95,2.4,3,4
115,116,2.4,3,4
115,117,2.4,3,4
115,138,2.4,3,4
115,139,2.4,3,4
115,154,2.3,3,4
115,155,2.3,3,4
115,8,2.4,3,5
115,9,2.4,3,5
115,30,2.4,3,5
115,31,2.4,3,5
115,52,2.3,3,5
115,53,2.3,3,5
115,74,2.3,3,5
115,75,2.3,3,5
115,96,2.4,3,5
115,97,2.4,3,5
115,118,2.3,3,5
115,119,2.4,3,5
115,140,2.3,3,5
115,141,2.3,3,5
115,156,2.3,3,5
115,157,2.3,3,5
115,10,2.4,3,6
115,11,2.4,3,6
115,32,2.4,3,6
115,33,2.4,3,6
115,54,2.3,3,6
115,55,2.3,3,6
115,76,2.3,3,6
115,77,2.3,3,6
115,98,2.4,3,6
115,99,2.4,3,6
115,120,2.3,3,6
115,121,2.4,3,6
115,142,2.3,3,6
115,143,2.3,3,6
115,158,2.3,3,6
115,159,2.3,3,6
115,12,2.4,3,7
115,13,2.4,3,7
115,34,2.4,3,7
115,35,2.4,3,7
115,56,2.4,3,7
115,57,2.4,3,7
115,78,2.3,3,7
115,79,2.3,3,7
115,100,2.4,3,7
115,101,2.4,3,7
115,122,2.4,3,7
115,123,2.4,3,7
115,144,2.4,3,7
115,145,2.4,3,7
115,160,2.3,3,7
115,161,2.3,3,7
115,14,2.4,3,8
115,15,2.4,3,8
115,36,2.4,3,8
115,37,2.4,3,8
115,58,2.4,3,8
115,59,2.4,3,8
115,80,2.4,3,8
115,81,2.4,3,8
115,102,2.4,3,8
115,103,2.4,3,8
115,124,2.4,3,8
115,125,2.4,3,8
115,146,2.4,3,8
115,147,2.4,3,8
115,162,2.4,3,8
115,163,2.4,3,8
115,16,2.4,3,9
115,17,2.4,3,9
115,38,2.4,3,9
115,39,2.4,3,9
115,60,2.4,3,9
115,61,2.4,3,9
115,82,2.4,3,9
115,83,2.4,3,9
115,104,2.4,3,9
115,105,2.4,3,9
115,126,2.4,3,9
115,127,2.4,3,9
115,148,2.4,3,9
115,149,2.4,3,9
115,164,2.4,3,9
115,165,2.4,3,9
115,18,2.4,3,10
115,19,2.4,3,10
115,40,2.4,3,10
115,41,2.4,3,10
115,62,2.4,3,10
115,63,2.4,3,10
115,84,2.3,3,10
115,85,2.3,3,10
115,106,2.4,3,10
115,107,2.4,3,10
115,128,2.4,3,10
115,129,2.4,3,10
115,150,2.4,3,10
115,151,2.4,3,10
115,166,2.4,3,10
115,167,2.4,3,10
115,20,2.4,3,0
115,21,2.4,3,0
115,42,2.4,3,0
115,43,2.4,3,0
115,64,2.3,3,0
115,65,2.3,3,0
115,86,2.3,3,0
115,87,2.3,3,0
115,108,2.4,3,0
115,109,2.4,3,0
115,130,2.4,3,0
115,131,2.4,3,0
115,152,2.3,3,0
115,153,2.3,3,0
115,168,2.3,3,0
115,169,2.3,3,0
136,0,2.4,3,1
136,1,2.4,3,1
136,22,2.4,3,1
136,23,2.4,3,1
136,44,2.3,3,1
136,45,2.3,3,1
136,66,2.3,3,1
136,67,2.3,3,1
136,88,2.3,3,1
136,89,2.3,3,1
136,110,2.3,3,1
136,111,2.3,3,1
136,132,2.3,3,1
136,133,2.3,3,1
136,2,2.4,3,2
136,3,2.4,3,2
136,24,2.4,3,2
136,25,2.4,3,2
136,46,2.4,3,2
136,47,2.4,3,2
136,68,2.3,3,2
136,69,2.3,3,2
136,90,2.4,3,2
136,91,2.4,3,2
136,112,2.3,3,2
136,113,2.4,3,2
136,134,2.3,3,2
136,135,2.3,3,2
136,4,2.4,3,3
136,5,2.4,3,3
136,26,2.4,3,3
136,27,2.4,3,3
136,48,2.4,3,3
136,49,2.4,3,3
136,70,2.3,3,3
136,71,2.3,3,3
136,92,2.4,3,3
136,93,2.4,3,3
136,114,2.3,3,3
136,115,2.4,3,3
136,136,0.0,3,3
136,137,2.3,3,3
136,6,2.4,3,4
136,7,2.4,3,4
136,28,2.4,3,4
136,29,2.3,3,4
136,50,2.3,3,4
136,51,2.3,3,4
136,72,2.3,3,4
136,73,2.3,3,4
136,94,2.4,3,4
136,95,2.4,3,4
136,116,2.3,3,4
136,117,2.3,3,4
136,138,2.3,3,4
136,139,2.3,3,4
136,154,2.3,3,4
136,155,2.3,3,4
136,8,2.3,3,5
136,9,2.3,3,5
136,30,2.3,3,5
136,31,2.3,3,5
136,52,2.3,3,5
136,53,2.3,3,5
136,74,2.3,3,5
136,75,2.3,3,5
136,96,2.3,3,5
136,97,2.3,3,5
136,118,2.3,3,5
136,119,2.3,3,5
136,140,2.3,3,5
136,141,2.3,3,5
136,156,2.3,3,5
136,157,2.3,3,5
136,10,2.3,3,6
136,11,2.4,3,6
136,32,2.3,3,6
136,33,2.3,3,6
136,54,2.3,3,6
136,55,2.3,3,6
136,76,2.3,3,6
136,77,2.3,3,6
136,98,2.3,3,6
136,99,2.4,3,6
136,120,2.3,3,6
136,121,2.3,3,6
136,142,2.3,3,6
136,143,2.3,3,6
136,158,2.3,3,6
136,159,2.3,3,6
136,12,2.4,3,7
136,13,2.4,3,7
136,34,2.3,3,7
136,35,2.4,3,7
136,56,2.3,3,7
136,57,2.3,3,7
136,78,2.3,3,7
136,79,2.3,3,7
136,100,2.4,3,7
136,101,2.4,3,7
136,122,2.3,3,7
136,123,2.3,3,7
136,144,2.3,3,7
136,145,2.3,3,7
136,160,2.3,3,7
136,161,2.3,3,7
136,14,2.4,3,8
136,15,2.4,3,8
136,36,2.4,3,8
136,37,2.4,3,8
136,58,2.4,3,8
136,59,2.4,3,8
136,80,2.3,3,8
136,81,2.3,3,8
136,102,2.4,3,8
136,103,2.4,3,8
136,124,2.4,3,8
136,125,2.4,3,8
136,146,2.3,3,8
136,147,2.3,3,8
136,162,2.3,3,8
136,163,2.3,3,8
136,16,2.4,3,9
136,17,2.4,3,9
136,38,2.4,3,9
136,39,2.4,3,9
136,60,2.4,3,9
136,61,2.4,3,9
136,82,2.3,3,9
136,83,2.3,3,9
136,104,2.4,3,9
136,105,2.4,3,9
136,126,2.4,3,9
136,127,2.4,3,9
136,148,2.3,3,9
136,149,2.3,3,9
136,164,2.3,3,9
136,165,2.3,3,9
136,18,2.4,3,10
136,19,2.4,3,10
136,40,2.3,3,10
136,41,2.3,3,10
136,62,2.3,3,10
136,63,2.3,3,10
136,84,2.3,3,10
136,85,2.3,3,10
136,106,2.4,3,10
136,107,2.4,3,10
136,128,2.4,3,10
136,129,2.3,3,10
136,150,2.3,3,10
136,151,2.3,3,10
136,166,2.3,3,10
136,167,2.3,3,10
136,20,2.4,3,0
136,21,2.4,3,0
136,42,2.3,3,0
136,43,2.3,3,0
136,64,2.3,3,0
136,65,2.3,3,0
136,86,2.3,3,0
136,87,2.3,3,0
136,108,2.3,3,0
136,109,2.3,3,0
136,130,2.3,3,0
136,131,2.3,3,0
136,152,2.3,3,0
136,153,2.3,3,0
136,168,2.3,3,0
136,169,2.3,3,0
137,0,2.4,3,1
137,1,2.4,3,1
137,22,2.4,3,1
137,23,2.4,3,1
137,44,2.4,3,1
137,45,2.4,3,1
137,66,2.3,3,1
137,67,2.3,3,1
137,88,2.4,3,1
137,89,2.4,3,1
137,110,2.3,3,1
137,111,2.3,3,1
137,132,2.3,3,1
137,133,2.3,3,1
137,2,2.4,3,2
137,3,2.4,3,2
137,24,2.4,3,2
137,25,2.4,3,2
137,46,2.4,3,2
137,47,2.4,3,2
137,68,2.4,3,2
137,69,2.3,3,2
137,90,2.4,3,2
137,91,2.4,3,2
137,112,2.4,3,2
137,113,2.4,3,2
137,134,2.4,3,2
137,135,2.3,3,2
137,4,2.4,3,3
137,5,2.4,3,3
137,26,2.4,3,3
137,27,2.4,3,3
137,48,2.4,3,3
137,49,2.4,3,3
137,70,2.4,3,3
137,71,2.3,3,3
137,92,2.4,3,3
137,93,2.4,3,3
137,114,2.4,3,3
137,115,2.4,3,3
137,136,2.3,3,3
137,137,0.0,3,3
137,6,2.4,3,4
137,7,2.4,3,4
137,28,2.4,3,4
137,29,2.4,3,4
137,50,2.4,3,4
137,51,2.4,3,4
137,72,2.3,3,4
137,73,2.3,3,4
137,94,2.4,3,4
137,95,2.4,3,4
137,116,2.4,3,4
137,117,2.4,3,4
137,138,2.3,3,4
137,139,2.3,3,4
137,154,2.3,3,4
137,155,2.3,3,4
137,8,2.4,3,5
137,9,2.4,3,5
137,30,2.3,3,5
137,31,2.3,3,5
137,52,2.3,3,5
137,53,2.3,3,5
137,74,2.3,3,5
137,75,2.3,3,5
137,96,2.4,3,5
137,97,2.4,3,5
137,118,2.3,3,5
137,119,2.3,3,5
137,140,2.3,3,5
137,141,2.3,3,5
137,156,2.3,3,5
137,157,2.3,3,5
137,10,2.4,3,6
137,11,2.4,3,6
137,32,2.4,3,6
137,33,2.4,3,6
137,54,2.3,3,6
137,55,2.3,3,6
137,76,2.3,3,6
137,77,2.3,3,6
137,98,2.4,3,6
137,99,2.4,3,6
137,120,2.3,3,6
137,121,2.4,3,6
137,142,2.3,3,6
137,143,2.3,3,6
137,158,2.3,3,6
137,159,2.3,3,6
137,12,2.4,3,7
137,13,2.4,3,7
137,34,2.4,3,7
