PairID,Mode,Family,AType,BType,SparseVariant,Satfinite,Scale,M,N,K,AElements,BElements,CElements,SemanticK,DenseBaseK,DenseInstructionsPerPacket,SparseInstructionsPerPacket,WorkloadPackets,Iterations,Unroll,Warps,WarmupLaunches,DenseBuildStatus,DenseRunStatus,SparseBuildStatus,SparseRunStatus,DenseCycles,DenseCyclesPerPacket,DenseCyclesPerWorkload,DenseWorkloadOpsPerCycle,SparseCycles,SparseCyclesPerPacket,SparseCyclesPerWorkload,SparseWorkloadOpsPerCycle,SparseOverDenseWorkloadSpeedup,SparseOverDenseWorkloadCycleRatio,DenseNotes,SparseNotes
throughput:int8:s8xs8:m128n128k512:ordered:nosat,throughput,int8,s8,s8,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,1,8,864,3,ok,ok,ok,ok,69991,8.543823,8748.875000,1917.643000,35175,4.293823,4396.875000,3815.714000,1.989794,0.502565,,
throughput:int8:s8xs8:m256n256k1024:ordered:nosat,throughput,int8,s8,s8,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,8,864,3,ok,ok,ok,ok,557415,8.505478,69676.875000,1926.288000,278890,4.255524,34861.250000,3850.055000,1.998691,0.500327,,
throughput:int8:s8xs8:m512n512k2048:ordered:nosat,throughput,int8,s8,s8,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,8,864,3,ok,ok,ok,ok,4456607,8.500303,557075.875000,1927.461000,2228612,4.250740,278576.500000,3854.388000,1.999723,0.500069,,
throughput:int8:s8xs8:m16n16k64:ordered:sat,throughput,int8,s8,s8,ordered,satfinite,1,16,16,64,1024,1024,256,64,32,2,1,2,256,8,864,3,ok,ok,ok,ok,45592,11.130859,22.261719,1471.944000,30008,7.326172,14.652344,2236.366000,1.519328,0.658186,,
throughput:int8:s8xs8:m32n32k128:ordered:sat,throughput,int8,s8,s8,ordered,satfinite,2,32,32,128,4096,4096,1024,64,32,2,1,16,32,8,864,3,ok,ok,ok,ok,36782,8.979980,143.679688,1824.503000,19257,4.701416,75.222656,3484.908000,1.910059,0.523544,,
throughput:int8:s8xs8:m64n64k256:ordered:sat,throughput,int8,s8,s8,ordered,satfinite,4,64,64,256,16384,16384,4096,64,32,2,1,128,4,8,864,3,ok,ok,ok,ok,35302,8.618652,1103.187500,1900.993000,17910,4.372559,559.687500,3747.005000,1.971078,0.507337,,
throughput:int8:s8xs8:m128n128k512:ordered:sat,throughput,int8,s8,s8,ordered,satfinite,8,128,128,512,65536,65536,16384,64,32,2,1,1024,1,8,864,3,ok,ok,ok,ok,69988,8.543457,8748.500000,1917.725000,35174,4.293701,4396.750000,3815.822000,1.989765,0.502572,,
throughput:int8:s8xs8:m256n256k1024:ordered:sat,throughput,int8,s8,s8,ordered,satfinite,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,8,864,3,ok,ok,ok,ok,557415,8.505478,69676.875000,1926.288000,278886,4.255463,34860.750000,3850.110000,1.998720,0.500320,,
throughput:int8:s8xs8:m512n512k2048:ordered:sat,throughput,int8,s8,s8,ordered,satfinite,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,8,864,3,ok,ok,ok,ok,4456755,8.500586,557094.375000,1927.397000,2228584,4.250687,278573.000000,3854.436000,1.999814,0.500046,,
throughput:int4:u4xu4:m16n16k128:ordered:nosat,throughput,int4,u4,u4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,1474762,360.049316,720.098633,91.010000,3551786,867.135254,1734.270508,37.789000,0.415218,2.408379,,
throughput:int4:u4xu4:m32n32k256:ordered:nosat,throughput,int4,u4,u4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,1455146,355.260254,5684.164062,92.237000,3522552,859.998047,13759.968750,38.102000,0.413088,2.420755,,
throughput:int4:u4xu4:m64n64k512:ordered:nosat,throughput,int4,u4,u4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,1452265,354.556885,45383.281250,92.420000,3520546,859.508301,110017.062500,38.124000,0.412508,2.424176,,
throughput:int4:u4xu4:m128n128k1024:ordered:nosat,throughput,int4,u4,u4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,2903814,354.469482,362976.750000,92.442000,7039503,859.314331,879937.875000,38.133000,0.412507,2.424227,,
throughput:int4:u4xu4:m256n256k2048:ordered:nosat,throughput,int4,u4,u4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,23223500,354.362488,2902937.500000,92.470000,64059632,977.472412,8007454.000000,33.523000,0.362528,2.758397,,
throughput:int4:u4xu4:m512n512k4096:ordered:nosat,throughput,int4,u4,u4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,198780665,379.144030,24847583.125000,86.426000,482129094,919.588268,60266136.750000,35.633000,0.412295,2.425433,,
throughput:int4:u4xu4:m16n16k128:ordered:sat,throughput,int4,u4,u4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,1510337,368.734619,737.469238,88.866000,3599988,878.903320,1757.806641,37.283000,0.419542,2.383566,,
throughput:int4:u4xu4:m32n32k256:ordered:sat,throughput,int4,u4,u4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,1483911,362.282959,5796.527344,90.449000,3569820,871.538086,13944.609375,37.598000,0.415682,2.405683,,
throughput:int4:u4xu4:m64n64k512:ordered:sat,throughput,int4,u4,u4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,1480641,361.484619,46270.031250,90.648000,3564517,870.243408,111391.156250,37.654000,0.415387,2.407415,,
throughput:int4:u4xu4:m128n128k1024:ordered:sat,throughput,int4,u4,u4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,2959934,361.320068,369991.750000,90.690000,7129157,870.258423,891144.625000,37.653000,0.415184,2.408553,,
throughput:int4:u4xu4:m256n256k2048:ordered:sat,throughput,int4,u4,u4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,23675383,361.257675,2959422.875000,90.705000,62204118,949.159515,7775514.750000,34.523000,0.380607,2.627375,,
throughput:int4:u4xu4:m512n512k4096:ordered:sat,throughput,int4,u4,u4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,185828851,354.440405,23228606.375000,92.450000,487809838,930.423428,60976229.750000,35.218000,0.380941,2.625049,,
throughput:int4:u4xs4:m16n16k128:ordered:nosat,throughput,int4,u4,s4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,2925525,714.239502,1428.479004,45.878000,4918510,1200.808105,2401.616211,27.288000,0.594795,1.681240,,
throughput:int4:u4xs4:m32n32k256:ordered:nosat,throughput,int4,u4,s4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,2900182,708.052246,11328.835938,46.279000,5007769,1222.599854,19561.597656,26.802000,0.579140,1.726709,,
throughput:int4:u4xs4:m64n64k512:ordered:nosat,throughput,int4,u4,s4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,2896760,707.216797,90523.750000,46.334000,4970339,1213.461670,155323.093750,27.004000,0.582812,1.715827,,
throughput:int4:u4xs4:m128n128k1024:ordered:nosat,throughput,int4,u4,s4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,5792276,707.064941,724034.500000,46.344000,9986111,1219.007690,1248263.875000,26.881000,0.580032,1.724039,,
throughput:int4:u4xs4:m256n256k2048:ordered:nosat,throughput,int4,u4,s4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,47584918,726.088226,5948114.750000,45.130000,80473337,1227.925674,10059167.125000,26.686000,0.591314,1.691152,,
throughput:int4:u4xs4:m512n512k4096:ordered:nosat,throughput,int4,u4,s4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,386873062,737.901806,48359132.750000,44.407000,653756686,1246.941921,81719585.750000,26.279000,0.591776,1.689848,,
throughput:int4:u4xs4:m16n16k128:ordered:sat,throughput,int4,u4,s4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,2921225,713.189697,1426.379395,45.946000,4929167,1203.409912,2406.819824,27.229000,0.592630,1.687363,,
throughput:int4:u4xs4:m32n32k256:ordered:sat,throughput,int4,u4,s4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,2902133,708.528564,11336.457031,46.248000,4951421,1208.843018,19341.488281,27.107000,0.586123,1.706132,,
throughput:int4:u4xs4:m64n64k512:ordered:sat,throughput,int4,u4,s4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,2902595,708.641357,90706.093750,46.241000,4913889,1199.679932,153559.031250,27.314000,0.590688,1.692930,,
throughput:int4:u4xs4:m128n128k1024:ordered:sat,throughput,int4,u4,s4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,5818959,710.322144,727369.875000,46.131000,9899713,1208.461060,1237464.125000,27.115000,0.587783,1.701286,,
throughput:int4:u4xs4:m256n256k2048:ordered:sat,throughput,int4,u4,s4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,48103195,733.996506,6012899.375000,44.643000,79663356,1215.566345,9957919.500000,26.957000,0.603835,1.656093,,
throughput:int4:u4xs4:m512n512k4096:ordered:sat,throughput,int4,u4,s4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,381121698,726.931950,47640212.250000,45.077000,662255434,1263.151997,82781929.250000,25.941000,0.575482,1.737648,,
throughput:int4:s4xu4:m16n16k128:ordered:nosat,throughput,int4,s4,u4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,4596291,1122.141357,2244.282715,29.201000,4983210,1216.604004,2433.208008,26.934000,0.922366,1.084181,,
throughput:int4:s4xu4:m32n32k256:ordered:nosat,throughput,int4,s4,u4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,4570636,1115.877930,17854.046875,29.365000,5019901,1225.561768,19608.988281,26.737000,0.910506,1.098294,,
throughput:int4:s4xu4:m64n64k512:ordered:nosat,throughput,int4,s4,u4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,4567406,1115.089355,142731.437500,29.386000,5010629,1223.298096,156582.156250,26.787000,0.911557,1.097040,,
throughput:int4:s4xu4:m128n128k1024:ordered:nosat,throughput,int4,s4,u4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,9133567,1114.937378,1141695.875000,29.390000,10000905,1220.813599,1250113.125000,26.841000,0.913270,1.094962,,
throughput:int4:s4xu4:m256n256k2048:ordered:nosat,throughput,int4,s4,u4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,79406909,1211.653275,9925863.625000,27.044000,81915132,1249.925720,10239391.500000,26.216000,0.969383,1.031587,,
throughput:int4:s4xu4:m512n512k4096:ordered:nosat,throughput,int4,s4,u4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,615638924,1174.238060,76954865.500000,27.906000,660114126,1259.067776,82514265.750000,26.026000,0.932631,1.072242,,
throughput:int4:s4xu4:m16n16k128:ordered:sat,throughput,int4,s4,u4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,4627270,1129.704590,2259.409180,29.006000,4950978,1208.734863,2417.469727,27.109000,0.934600,1.069957,,
throughput:int4:s4xu4:m32n32k256:ordered:sat,throughput,int4,s4,u4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,4600792,1123.240234,17971.843750,29.173000,5012443,1223.740967,19579.855469,26.777000,0.917869,1.089474,,
throughput:int4:s4xu4:m64n64k512:ordered:sat,throughput,int4,s4,u4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,4597229,1122.370361,143663.406250,29.195000,4987052,1217.541992,155845.375000,26.913000,0.921836,1.084795,,
throughput:int4:s4xu4:m128n128k1024:ordered:sat,throughput,int4,s4,u4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,9193149,1122.210571,1149143.625000,29.200000,9993200,1219.873047,1249150.000000,26.862000,0.919932,1.087027,,
throughput:int4:s4xu4:m256n256k2048:ordered:sat,throughput,int4,s4,u4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,78903648,1203.974121,9862956.000000,27.217000,85672501,1307.258621,10709062.625000,25.066000,0.920969,1.085786,,
throughput:int4:s4xu4:m512n512k4096:ordered:sat,throughput,int4,s4,u4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,623034032,1188.343109,77879254.000000,27.575000,665091565,1268.561487,83136445.625000,25.831000,0.936754,1.067504,,
throughput:int4:s4xs4:m16n16k128:ordered:nosat,throughput,int4,s4,s4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,5072945,1238.511963,2477.023926,26.458000,6346781,1549.507080,3099.014160,21.147000,0.799267,1.251104,,
throughput:int4:s4xs4:m32n32k256:ordered:nosat,throughput,int4,s4,s4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,5015969,1224.601807,19593.628906,26.758000,6364975,1553.948975,24863.183594,21.087000,0.788063,1.268942,,
throughput:int4:s4xs4:m64n64k512:ordered:nosat,throughput,int4,s4,s4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,4963475,1211.785889,155108.593750,27.041000,6371700,1555.590820,199115.625000,21.065000,0.779002,1.283718,,
throughput:int4:s4xs4:m128n128k1024:ordered:nosat,throughput,int4,s4,s4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,9948117,1214.369751,1243514.625000,26.984000,12724154,1553.241455,1590519.250000,21.097000,0.781834,1.279052,,
throughput:int4:s4xs4:m256n256k2048:ordered:nosat,throughput,int4,s4,s4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,85330712,1302.043335,10666339.000000,25.167000,105917233,1616.168716,13239654.125000,20.275000,0.805618,1.241256,,
throughput:int4:s4xs4:m512n512k4096:ordered:nosat,throughput,int4,s4,s4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,680845690,1298.610096,85105711.250000,25.233000,839098119,1600.452650,104887264.875000,20.474000,0.811398,1.232435,,
throughput:int4:s4xs4:m16n16k128:ordered:sat,throughput,int4,s4,s4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,256,8,864,3,ok,ok,ok,ok,5029245,1227.843018,2455.686035,26.687000,6392442,1560.654785,3121.309570,20.996000,0.786750,1.271054,,
throughput:int4:s4xs4:m32n32k256:ordered:sat,throughput,int4,s4,s4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,32,8,864,3,ok,ok,ok,ok,4881379,1191.742920,19067.886719,27.496000,6414578,1566.059082,25056.945312,20.924000,0.760983,1.314091,,
throughput:int4:s4xs4:m64n64k512:ordered:sat,throughput,int4,s4,s4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,4,8,864,3,ok,ok,ok,ok,4882607,1192.042725,152581.468750,27.489000,6416510,1566.530762,200515.937500,20.918000,0.760959,1.314157,,
throughput:int4:s4xs4:m128n128k1024:ordered:sat,throughput,int4,s4,s4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,1,8,864,3,ok,ok,ok,ok,10379482,1267.026611,1297435.250000,25.862000,13828784,1688.083984,1728598.000000,19.411000,0.750561,1.332319,,
throughput:int4:s4xs4:m256n256k2048:ordered:sat,throughput,int4,s4,s4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,8,864,3,ok,ok,ok,ok,82176872,1253.919556,10272109.000000,26.132000,111535342,1701.894257,13941917.750000,19.254000,0.736798,1.357260,,
throughput:int4:s4xs4:m512n512k4096:ordered:sat,throughput,int4,s4,s4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,8,864,3,ok,ok,ok,ok,653517823,1246.486326,81689727.875000,26.288000,866404266,1652.534992,108300533.250000,19.829000,0.754299,1.325755,,
latency:f16:f16xf16:m16n16k32:ordered:nosat,latency,f16,f16,f16,ordered,nosat,1,16,16,32,512,512,256,32,16,2,1,2,2048,1,864,3,ok,ok,ok,ok,541428,132.184570,264.369141,61.974000,275968,67.375000,134.750000,121.588000,1.961920,0.509704,,
latency:f16:f16xf16:m32n32k64:ordered:nosat,latency,f16,f16,f16,ordered,nosat,2,32,32,64,2048,2048,1024,32,16,2,1,16,256,1,864,3,ok,ok,ok,ok,525454,128.284668,2052.554688,63.858000,264233,64.510010,1032.160156,126.988000,1.988600,0.502866,,
latency:f16:f16xf16:m64n64k128:ordered:nosat,latency,f16,f16,f16,ordered,nosat,4,64,64,128,8192,8192,4096,32,16,2,1,128,32,1,864,3,ok,ok,ok,ok,525196,128.221680,16412.375000,63.889000,262866,64.176270,8214.562500,127.648000,1.997965,0.500510,,
latency:f16:f16xf16:m128n128k256:ordered:nosat,latency,f16,f16,f16,ordered,nosat,8,128,128,256,32768,32768,16384,32,16,2,1,1024,4,1,864,3,ok,ok,ok,ok,525923,128.399170,131480.750000,63.801000,262752,64.148438,65688.000000,127.704000,2.001599,0.499602,,
latency:f16:f16xf16:m256n256k512:ordered:nosat,latency,f16,f16,f16,ordered,nosat,16,256,256,512,131072,131072,65536,32,16,2,1,8192,1,1,864,3,ok,ok,ok,ok,1049739,128.141968,1049739.000000,63.929000,525124,64.102051,525124.000000,127.796000,1.999030,0.500242,,
latency:f16:f16xf16:m512n512k1024:ordered:nosat,latency,f16,f16,f16,ordered,nosat,32,512,512,1024,524288,524288,262144,32,16,2,1,65536,1,1,864,3,ok,ok,ok,ok,8396974,128.127655,8396974.000000,63.936000,4198725,64.067459,4198725.000000,127.865000,1.999891,0.500028,,
latency:f16f16:f16xf16:m16n16k32:ordered:nosat,latency,f16f16,f16,f16,ordered,nosat,1,16,16,32,512,512,256,32,16,2,1,2,2048,1,864,3,ok,ok,ok,ok,360766,88.077637,176.155273,93.009000,223550,54.577637,109.155273,150.098000,1.613801,0.619654,,
latency:f16f16:f16xf16:m32n32k64:ordered:nosat,latency,f16f16,f16,f16,ordered,nosat,2,32,32,64,2048,2048,1024,32,16,2,1,16,256,1,864,3,ok,ok,ok,ok,279884,68.331055,1093.296875,119.887000,142907,34.889404,558.230469,234.799000,1.958503,0.510594,,
latency:f16f16:f16xf16:m64n64k128:ordered:nosat,latency,f16f16,f16,f16,ordered,nosat,4,64,64,128,8192,8192,4096,32,16,2,1,128,32,1,864,3,ok,ok,ok,ok,269986,65.914551,8437.062500,124.282000,132843,32.432373,4151.343750,252.587000,2.032370,0.492037,,
latency:f16f16:f16xf16:m128n128k256:ordered:nosat,latency,f16f16,f16,f16,ordered,nosat,8,128,128,256,32768,32768,16384,32,16,2,1,1024,4,1,864,3,ok,ok,ok,ok,268751,65.613037,67187.750000,124.853000,131597,32.128174,32899.250000,254.979000,2.042234,0.489661,,
latency:f16f16:f16xf16:m256n256k512:ordered:nosat,latency,f16f16,f16,f16,ordered,nosat,16,256,256,512,131072,131072,65536,32,16,2,1,8192,1,1,864,3,ok,ok,ok,ok,536943,65.544800,536943.000000,124.983000,262306,32.019775,262306.000000,255.842000,2.047014,0.488517,,
latency:f16f16:f16xf16:m512n512k1024:ordered:nosat,latency,f16f16,f16,f16,ordered,nosat,32,512,512,1024,524288,524288,262144,32,16,2,1,65536,1,1,864,3,ok,ok,ok,ok,4292935,65.504990,4292935.000000,125.059000,2097515,32.005539,2097515.000000,255.956000,2.046682,0.488597,,
latency:bf16:bf16xbf16:m16n16k32:ordered:nosat,latency,bf16,bf16,bf16,ordered,nosat,1,16,16,32,512,512,256,32,16,2,1,2,2048,1,864,3,ok,ok,ok,ok,541427,132.184326,264.368652,61.974000,275969,67.375244,134.750488,121.588000,1.961920,0.509707,,
latency:bf16:bf16xbf16:m32n32k64:ordered:nosat,latency,bf16,bf16,bf16,ordered,nosat,2,32,32,64,2048,2048,1024,32,16,2,1,16,256,1,864,3,ok,ok,ok,ok,525451,128.283936,2052.542969,63.858000,264398,64.550293,1032.804688,126.909000,1.987363,0.503183,,
latency:bf16:bf16xbf16:m64n64k128:ordered:nosat,latency,bf16,bf16,bf16,ordered,nosat,4,64,64,128,8192,8192,4096,32,16,2,1,128,32,1,864,3,ok,ok,ok,ok,525191,128.220459,16412.218750,63.890000,262863,64.175537,8214.468750,127.650000,1.997965,0.500509,,
latency:bf16:bf16xbf16:m128n128k256:ordered:nosat,latency,bf16,bf16,bf16,ordered,nosat,8,128,128,256,32768,32768,16384,32,16,2,1,1024,4,1,864,3,ok,ok,ok,ok,526094,128.440918,131523.500000,63.780000,262755,64.149170,65688.750000,127.702000,2.002226,0.499445,,
latency:bf16:bf16xbf16:m256n256k512:ordered:nosat,latency,bf16,bf16,bf16,ordered,nosat,16,256,256,512,131072,131072,65536,32,16,2,1,8192,1,1,864,3,ok,ok,ok,ok,1049908,128.162598,1049908.000000,63.919000,525125,64.102173,525125.000000,127.796000,1.999343,0.500163,,
latency:bf16:bf16xbf16:m512n512k1024:ordered:nosat,latency,bf16,bf16,bf16,ordered,nosat,32,512,512,1024,524288,524288,262144,32,16,2,1,65536,1,1,864,3,ok,ok,ok,ok,9366753,142.925308,9366753.000000,57.317000,4198723,64.067429,4198723.000000,127.865000,2.230839,0.448258,,
latency:tf32:tf32xtf32:m16n16k16:ordered:nosat,latency,tf32,tf32,tf32,ordered,nosat,1,16,16,16,256,256,256,16,8,2,1,2,2048,1,864,3,ok,ok,ok,ok,541428,132.184570,264.369141,30.987000,275804,67.334961,134.669922,60.830000,1.963081,0.509401,,
latency:tf32:tf32xtf32:m32n32k32:ordered:nosat,latency,tf32,tf32,tf32,ordered,nosat,2,32,32,32,1024,1024,1024,16,8,2,1,16,256,1,864,3,ok,ok,ok,ok,525484,128.291992,2052.671875,31.927000,264401,64.551025,1032.816406,63.454000,1.987471,0.503157,,
latency:tf32:tf32xtf32:m64n64k64:ordered:nosat,latency,tf32,tf32,tf32,ordered,nosat,4,64,64,64,4096,4096,4096,16,8,2,1,128,32,1,864,3,ok,ok,ok,ok,525196,128.221680,16412.375000,31.945000,262744,64.146484,8210.750000,63.854000,1.998873,0.500278,,
latency:tf32:tf32xtf32:m128n128k128:ordered:nosat,latency,tf32,tf32,tf32,ordered,nosat,8,128,128,128,16384,16384,16384,16,8,2,1,1024,4,1,864,3,ok,ok,ok,ok,526088,128.439453,131522.000000,31.891000,262751,64.148193,65687.750000,63.852000,2.002195,0.499443,,
latency:tf32:tf32xtf32:m256n256k256:ordered:nosat,latency,tf32,tf32,tf32,ordered,nosat,16,256,256,256,65536,65536,65536,16,8,2,1,8192,1,1,864,3,ok,ok,ok,ok,1049905,128.162231,1049905.000000,31.959000,525121,64.101685,525121.000000,63.898000,1.999374,0.500160,,
latency:tf32:tf32xtf32:m512n512k512:ordered:nosat,latency,tf32,tf32,tf32,ordered,nosat,32,512,512,512,262144,262144,262144,16,8,2,1,65536,1,1,864,3,ok,ok,ok,ok,8397105,128.129654,8397105.000000,31.968000,4198726,64.067474,4198726.000000,63.933000,1.999906,0.500021,,
latency:fp8:e4m3xe4m3:m16n16k64:ordered:nosat,latency,fp8,e4m3,e4m3,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,541426,132.184082,264.368164,123.948000,275967,67.374756,134.749512,243.177000,1.961928,0.509704,,
latency:fp8:e4m3xe4m3:m32n32k128:ordered:nosat,latency,fp8,e4m3,e4m3,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,527148,128.698242,2059.171875,127.306000,264709,64.626221,1034.019531,253.519000,1.991414,0.502153,,
latency:fp8:e4m3xe4m3:m64n64k256:ordered:nosat,latency,fp8,e4m3,e4m3,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,525197,128.221924,16412.406250,127.778000,262864,64.175781,8214.500000,255.299000,1.997989,0.500506,,
latency:fp8:e4m3xe4m3:m128n128k512:ordered:nosat,latency,fp8,e4m3,e4m3,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,526090,128.439941,131522.500000,127.562000,262752,64.148438,65688.000000,255.408000,2.002226,0.499443,,
latency:fp8:e4m3xe4m3:m256n256k1024:ordered:nosat,latency,fp8,e4m3,e4m3,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,1049906,128.162354,1049906.000000,127.838000,525125,64.102173,525125.000000,255.592000,1.999343,0.500164,,
latency:fp8:e4m3xe4m3:m512n512k2048:ordered:nosat,latency,fp8,e4m3,e4m3,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,8405207,128.253281,8405207.000000,127.747000,4198723,64.067429,4198723.000000,255.731000,2.001855,0.499538,,
latency:fp8:e4m3xe5m2:m16n16k64:ordered:nosat,latency,fp8,e4m3,e5m2,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,541615,132.230225,264.460449,123.905000,276016,67.386719,134.773438,243.134000,1.962261,0.509617,,
latency:fp8:e4m3xe5m2:m32n32k128:ordered:nosat,latency,fp8,e4m3,e5m2,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,525440,128.281250,2052.500000,127.719000,264399,64.550537,1032.808594,253.817000,1.987308,0.503195,,
latency:fp8:e4m3xe5m2:m64n64k256:ordered:nosat,latency,fp8,e4m3,e5m2,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,525248,128.234375,16414.000000,127.766000,262863,64.175537,8214.468750,255.300000,1.998184,0.500455,,
